time,topic,payload
597,acc,"{""sec"":16,""usec"":682016,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
607,water,"{""sec"":16,""usec"":708244,""inlet_temp"":296.48912917500000,""outlet_temp"":298.43400831400000}"
618,stroke/rear,"{""sec"":16,""usec"":709150,""right"":0.47131347700000000,""left"":0.27714843800000000}"
627,ecu,"{""sec"":16,""usec"":710078,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
632,rpm,"{""sec"":16,""usec"":710429,""rpm"":0}"
642,rpm,"{""sec"":16,""usec"":758150,""rpm"":0}"
665,stroke/front,"{""sec"":16,""usec"":780588,""left"":0.0644531250000000,""right"":0.35529785200000000}"
696,acc,"{""sec"":16,""usec"":782097,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
707,water,"{""sec"":16,""usec"":808286,""inlet_temp"":297.82193787400000,""outlet_temp"":296.48912917500000}"
718,stroke/rear,"{""sec"":16,""usec"":809171,""right"":0.46970214800000000,""left"":0.283593750000000}"
726,ecu,"{""sec"":16,""usec"":809995,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
732,rpm,"{""sec"":16,""usec"":810366,""rpm"":0}"
742,rpm,"{""sec"":16,""usec"":858190,""rpm"":0}"
765,stroke/front,"{""sec"":16,""usec"":880769,""left"":0.059619141000000000,""right"":0.35771484400000000}"
797,acc,"{""sec"":16,""usec"":882349,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
808,water,"{""sec"":16,""usec"":908325,""inlet_temp"":296.56879251100000,""outlet_temp"":297.82193787400000}"
819,stroke/rear,"{""sec"":16,""usec"":909234,""right"":0.47211914100000000,""left"":0.28439941400000000}"
827,ecu,"{""sec"":16,""usec"":910132,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
833,rpm,"{""sec"":16,""usec"":910487,""rpm"":0}"
842,rpm,"{""sec"":16,""usec"":958231,""rpm"":0}"
865,stroke/front,"{""sec"":16,""usec"":980955,""left"":0.045117187000000000,""right"":0.35529785200000000}"
897,acc,"{""sec"":16,""usec"":982542,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
908,water,"{""sec"":17,""usec"":8366,""inlet_temp"":295.52019534200000,""outlet_temp"":297.74476703200000}"
918,stroke/rear,"{""sec"":17,""usec"":9255,""right"":0.47050781200000000,""left"":0.28198242200000000}"
927,ecu,"{""sec"":17,""usec"":10154,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
932,rpm,"{""sec"":17,""usec"":10518,""rpm"":0}"
942,rpm,"{""sec"":17,""usec"":58273,""rpm"":0}"
965,stroke/front,"{""sec"":17,""usec"":81139,""left"":0.042700195000000000,""right"":0.35771484400000000}"
997,acc,"{""sec"":17,""usec"":82734,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1008,water,"{""sec"":17,""usec"":108406,""inlet_temp"":298.73659039800000,""outlet_temp"":298.50986635700000}"
1019,stroke/rear,"{""sec"":17,""usec"":109309,""right"":0.47614746100000000,""left"":0.27875976600000000}"
1027,ecu,"{""sec"":17,""usec"":110221,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1033,rpm,"{""sec"":17,""usec"":110577,""rpm"":0}"
1042,rpm,"{""sec"":17,""usec"":158312,""rpm"":0}"
1066,stroke/front,"{""sec"":17,""usec"":181323,""left"":0.048339844000000000,""right"":0.36013183600000000}"
1097,acc,"{""sec"":17,""usec"":182907,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1108,water,"{""sec"":17,""usec"":208447,""inlet_temp"":297.82193787400000,""outlet_temp"":298.05256008000000}"
1119,stroke/rear,"{""sec"":17,""usec"":209343,""right"":0.46809082000000000,""left"":0.28037109400000000}"
1127,ecu,"{""sec"":17,""usec"":210270,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1133,rpm,"{""sec"":17,""usec"":210625,""rpm"":0}"
1142,rpm,"{""sec"":17,""usec"":258355,""rpm"":0}"
1166,stroke/front,"{""sec"":17,""usec"":281506,""left"":0.042700195000000000,""right"":0.35771484400000000}"
1197,acc,"{""sec"":17,""usec"":283070,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1209,water,"{""sec"":17,""usec"":308490,""inlet_temp"":298.43400831400000,""outlet_temp"":299.03693213900000}"
1219,stroke/rear,"{""sec"":17,""usec"":309378,""right"":0.47614746100000000,""left"":0.27795410200000000}"
1228,ecu,"{""sec"":17,""usec"":310290,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1233,rpm,"{""sec"":17,""usec"":310647,""rpm"":0}"
1242,rpm,"{""sec"":17,""usec"":358396,""rpm"":0}"
1266,stroke/front,"{""sec"":17,""usec"":381688,""left"":0.031420898000000000,""right"":0.35610351600000000}"
1298,acc,"{""sec"":17,""usec"":383273,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1309,water,"{""sec"":17,""usec"":408532,""inlet_temp"":299.03693213900000,""outlet_temp"":297.20033581600000}"
1319,stroke/rear,"{""sec"":17,""usec"":409436,""right"":0.47050781200000000,""left"":0.27875976600000000}"
1328,ecu,"{""sec"":17,""usec"":410367,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1334,rpm,"{""sec"":17,""usec"":410735,""rpm"":0}"
1342,rpm,"{""sec"":17,""usec"":458437,""rpm"":0}"
1367,stroke/front,"{""sec"":17,""usec"":481871,""left"":0.042700195000000000,""right"":0.35771484400000000}"
1398,acc,"{""sec"":17,""usec"":483459,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1409,water,"{""sec"":17,""usec"":508572,""inlet_temp"":297.20033581600000,""outlet_temp"":296.56879251100000}"
1420,stroke/rear,"{""sec"":17,""usec"":509472,""right"":0.47614746100000000,""left"":0.27795410200000000}"
1428,ecu,"{""sec"":17,""usec"":510395,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1435,rpm,"{""sec"":17,""usec"":510753,""rpm"":0}"
1442,rpm,"{""sec"":17,""usec"":558476,""rpm"":0}"
1466,stroke/front,"{""sec"":17,""usec"":582055,""left"":0.071704102000000000,""right"":0.36013183600000000}"
1498,acc,"{""sec"":17,""usec"":583642,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1510,water,"{""sec"":17,""usec"":608612,""inlet_temp"":295.27410713100000,""outlet_temp"":299.03693213900000}"
1520,stroke/rear,"{""sec"":17,""usec"":609514,""right"":0.47131347700000000,""left"":0.27312011700000000}"
1528,ecu,"{""sec"":17,""usec"":610414,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1534,rpm,"{""sec"":17,""usec"":610777,""rpm"":0}"
1542,rpm,"{""sec"":17,""usec"":658518,""rpm"":0}"
1566,stroke/front,"{""sec"":17,""usec"":682236,""left"":0.068481445000000000,""right"":0.35529785200000000}"
1598,acc,"{""sec"":17,""usec"":683808,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1609,water,"{""sec"":17,""usec"":708652,""inlet_temp"":299.03693213900000,""outlet_temp"":299.03693213900000}"
1620,stroke/rear,"{""sec"":17,""usec"":709558,""right"":0.47373046900000000,""left"":0.27956543000000000}"
1628,ecu,"{""sec"":17,""usec"":710474,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1634,rpm,"{""sec"":17,""usec"":710830,""rpm"":0}"
1642,rpm,"{""sec"":17,""usec"":758558,""rpm"":0}"
1667,stroke/front,"{""sec"":17,""usec"":782419,""left"":0.066870117000000000,""right"":0.36013183600000000}"
1698,acc,"{""sec"":17,""usec"":784021,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1709,water,"{""sec"":17,""usec"":808695,""inlet_temp"":296.56879251100000,""outlet_temp"":298.96205427500000}"
1720,stroke/rear,"{""sec"":17,""usec"":809591,""right"":0.47211914100000000,""left"":0.27714843800000000}"
1729,ecu,"{""sec"":17,""usec"":810495,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1734,rpm,"{""sec"":17,""usec"":810853,""rpm"":0}"
1742,rpm,"{""sec"":17,""usec"":858602,""rpm"":0}"
1767,stroke/front,"{""sec"":17,""usec"":882604,""left"":0.065258789000000000,""right"":0.35771484400000000}"
1799,acc,"{""sec"":17,""usec"":884188,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1810,water,"{""sec"":17,""usec"":908734,""inlet_temp"":298.73659039800000,""outlet_temp"":299.03693213900000}"
1820,stroke/rear,"{""sec"":17,""usec"":909660,""right"":0.47050781200000000,""left"":0.27795410200000000}"
1829,ecu,"{""sec"":17,""usec"":910584,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1835,rpm,"{""sec"":17,""usec"":910933,""rpm"":0}"
1842,rpm,"{""sec"":17,""usec"":958641,""rpm"":0}"
1867,stroke/front,"{""sec"":17,""usec"":982787,""left"":0.062036133000000000,""right"":0.360937500000000}"
1898,acc,"{""sec"":17,""usec"":984281,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1909,water,"{""sec"":18,""usec"":8776,""inlet_temp"":298.81188410100000,""outlet_temp"":298.96205427500000}"
1920,stroke/rear,"{""sec"":18,""usec"":9659,""right"":0.47373046900000000,""left"":0.27714843800000000}"
1928,ecu,"{""sec"":18,""usec"":10591,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
1934,rpm,"{""sec"":18,""usec"":10946,""rpm"":0}"
1942,rpm,"{""sec"":18,""usec"":58682,""rpm"":0}"
1967,stroke/front,"{""sec"":18,""usec"":82973,""left"":0.066870117000000000,""right"":0.36013183600000000}"
1999,acc,"{""sec"":18,""usec"":84564,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2010,water,"{""sec"":18,""usec"":108816,""inlet_temp"":295.84587884900000,""outlet_temp"":297.74476703200000}"
2021,stroke/rear,"{""sec"":18,""usec"":109729,""right"":0.47050781200000000,""left"":0.27875976600000000}"
2029,ecu,"{""sec"":18,""usec"":110652,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2035,rpm,"{""sec"":18,""usec"":111005,""rpm"":0}"
2042,rpm,"{""sec"":18,""usec"":158723,""rpm"":0}"
2067,stroke/front,"{""sec"":18,""usec"":183156,""left"":0.0644531250000000,""right"":0.35529785200000000}"
2099,acc,"{""sec"":18,""usec"":184660,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2110,water,"{""sec"":18,""usec"":208857,""inlet_temp"":295.84587884900000,""outlet_temp"":298.73659039800000}"
2121,stroke/rear,"{""sec"":18,""usec"":209778,""right"":0.47292480500000000,""left"":0.27795410200000000}"
2129,ecu,"{""sec"":18,""usec"":210689,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2135,rpm,"{""sec"":18,""usec"":211058,""rpm"":0}"
2142,rpm,"{""sec"":18,""usec"":258763,""rpm"":0}"
2167,stroke/front,"{""sec"":18,""usec"":283336,""left"":0.0644531250000000,""right"":0.35771484400000000}"
2199,acc,"{""sec"":18,""usec"":284820,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2210,water,"{""sec"":18,""usec"":308898,""inlet_temp"":296.56879251100000,""outlet_temp"":296.40930284100000}"
2221,stroke/rear,"{""sec"":18,""usec"":309789,""right"":0.47453613300000000,""left"":0.27714843800000000}"
2229,ecu,"{""sec"":18,""usec"":310708,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2235,rpm,"{""sec"":18,""usec"":311071,""rpm"":0}"
2242,rpm,"{""sec"":18,""usec"":358804,""rpm"":0}"
2268,stroke/front,"{""sec"":18,""usec"":383523,""left"":0.062036133000000000,""right"":0.35610351600000000}"
2299,acc,"{""sec"":18,""usec"":385118,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2311,water,"{""sec"":18,""usec"":408939,""inlet_temp"":298.43400831400000,""outlet_temp"":297.74476703200000}"
2322,stroke/rear,"{""sec"":18,""usec"":409835,""right"":0.47292480500000000,""left"":0.27634277300000000}"
2330,ecu,"{""sec"":18,""usec"":410768,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2335,rpm,"{""sec"":18,""usec"":411124,""rpm"":0}"
2342,rpm,"{""sec"":18,""usec"":458845,""rpm"":0}"
2368,stroke/front,"{""sec"":18,""usec"":483704,""left"":0.062841797000000000,""right"":0.35690918000000000}"
2400,acc,"{""sec"":18,""usec"":485297,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2411,water,"{""sec"":18,""usec"":508980,""inlet_temp"":297.82193787400000,""outlet_temp"":299.55727277100000}"
2422,stroke/rear,"{""sec"":18,""usec"":509878,""right"":0.47534179700000000,""left"":0.27714843800000000}"
2430,ecu,"{""sec"":18,""usec"":510777,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2436,rpm,"{""sec"":18,""usec"":511128,""rpm"":0}"
2442,rpm,"{""sec"":18,""usec"":558884,""rpm"":0}"
2468,stroke/front,"{""sec"":18,""usec"":583887,""left"":0.068481445000000000,""right"":0.36013183600000000}"
2500,acc,"{""sec"":18,""usec"":585482,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2511,water,"{""sec"":18,""usec"":609020,""inlet_temp"":296.48912917500000,""outlet_temp"":295.43834143600000}"
2522,stroke/rear,"{""sec"":18,""usec"":609912,""right"":0.47373046900000000,""left"":0.27714843800000000}"
2530,ecu,"{""sec"":18,""usec"":610834,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2536,rpm,"{""sec"":18,""usec"":611186,""rpm"":0}"
2542,rpm,"{""sec"":18,""usec"":658925,""rpm"":0}"
2568,stroke/front,"{""sec"":18,""usec"":684071,""left"":0.0644531250000000,""right"":0.36174316400000000}"
2600,acc,"{""sec"":18,""usec"":685570,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2611,water,"{""sec"":18,""usec"":709059,""inlet_temp"":297.43457901500000,""outlet_temp"":296.56879251100000}"
2622,stroke/rear,"{""sec"":18,""usec"":709954,""right"":0.47292480500000000,""left"":0.27312011700000000}"
2630,ecu,"{""sec"":18,""usec"":710868,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2636,rpm,"{""sec"":18,""usec"":711220,""rpm"":0}"
2642,rpm,"{""sec"":18,""usec"":758967,""rpm"":0}"
2668,stroke/front,"{""sec"":18,""usec"":784258,""left"":0.0644531250000000,""right"":0.36013183600000000}"
2700,acc,"{""sec"":18,""usec"":785762,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2711,water,"{""sec"":18,""usec"":809102,""inlet_temp"":295.60187506500000,""outlet_temp"":295.43834143600000}"
2722,stroke/rear,"{""sec"":18,""usec"":809981,""right"":0.47050781200000000,""left"":0.28117675800000000}"
2730,ecu,"{""sec"":18,""usec"":810882,""ect"":0,""tps"":0,""iap"":0,""gp"":0}"
2736,rpm,"{""sec"":18,""usec"":811237,""rpm"":0}"
2743,rpm,"{""sec"":18,""usec"":859008,""rpm"":0}"
2768,stroke/front,"{""sec"":18,""usec"":884443,""left"":0.0644531250000000,""right"":0.35529785200000000}"
