time,topic,payload
330,ecu,"{""sec"":16,""usec"":509482,""ect"":2.8430175780000000,""tps"":0,""iap"":2.84179687500000,""gp"":2.3913574220000000}"
336,rpm,"{""sec"":16,""usec"":510485,""rpm"":0}"
347,rpm,"{""sec"":16,""usec"":558702,""rpm"":0}"
372,stroke/front,"{""sec"":16,""usec"":580166,""left"":0.0040283200000000000,""right"":0.0032226560000000000}"
402,acc,"{""sec"":16,""usec"":581787,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
413,water,"{""sec"":16,""usec"":608826,""inlet_temp"":0,""outlet_temp"":0}"
420,stroke/rear,"{""sec"":16,""usec"":609147,""right"":3.2991943360000000,""left"":3.2991943360000000}"
435,ecu,"{""sec"":16,""usec"":610052,""ect"":2.8454589840000000,""tps"":0.015869141000000000,""iap"":2.84179687500000,""gp"":2.3913574220000000}"
441,rpm,"{""sec"":16,""usec"":611244,""rpm"":0}"
448,rpm,"{""sec"":16,""usec"":658747,""rpm"":0}"
472,stroke/front,"{""sec"":16,""usec"":680350,""left"":0.0056396480000000000,""right"":0.0056396480000000000}"
502,acc,"{""sec"":16,""usec"":681962,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
511,water,"{""sec"":16,""usec"":708869,""inlet_temp"":0,""outlet_temp"":0}"
520,stroke/rear,"{""sec"":16,""usec"":709191,""right"":3.2991943360000000,""left"":3.2991943360000000}"
533,ecu,"{""sec"":16,""usec"":710093,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.39257812500000}"
539,rpm,"{""sec"":16,""usec"":711050,""rpm"":0}"
547,rpm,"{""sec"":16,""usec"":758794,""rpm"":0}"
570,stroke/front,"{""sec"":16,""usec"":780536,""left"":0.0048339840000000000,""right"":0.0048339840000000000}"
602,acc,"{""sec"":16,""usec"":782133,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
610,water,"{""sec"":16,""usec"":808916,""inlet_temp"":0,""outlet_temp"":0}"
618,stroke/rear,"{""sec"":16,""usec"":809242,""right"":0,""left"":0}"
632,ecu,"{""sec"":16,""usec"":809629,""ect"":2.8442382810000000,""tps"":0.0024414060000000000,""iap"":2.8381347660000000,""gp"":2.3889160160000000}"
638,rpm,"{""sec"":16,""usec"":810928,""rpm"":0}"
648,rpm,"{""sec"":16,""usec"":858837,""rpm"":0}"
670,stroke/front,"{""sec"":16,""usec"":880719,""left"":0.0048339840000000000,""right"":0.0064453120000000000}"
704,acc,"{""sec"":16,""usec"":882332,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
710,water,"{""sec"":16,""usec"":908960,""inlet_temp"":0,""outlet_temp"":0}"
721,stroke/rear,"{""sec"":16,""usec"":909286,""right"":3.2991943360000000,""left"":3.2991943360000000}"
735,ecu,"{""sec"":16,""usec"":910210,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.4047851560000000}"
739,rpm,"{""sec"":16,""usec"":911241,""rpm"":0}"
748,rpm,"{""sec"":16,""usec"":958884,""rpm"":0}"
771,stroke/front,"{""sec"":16,""usec"":980900,""left"":0.0032226560000000000,""right"":0.0056396480000000000}"
802,acc,"{""sec"":16,""usec"":982538,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
810,water,"{""sec"":17,""usec"":9008,""inlet_temp"":0,""outlet_temp"":0}"
818,stroke/rear,"{""sec"":17,""usec"":9332,""right"":0,""left"":0}"
830,ecu,"{""sec"":17,""usec"":9710,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.40234375000000}"
836,rpm,"{""sec"":17,""usec"":10692,""rpm"":0}"
847,rpm,"{""sec"":17,""usec"":58931,""rpm"":0}"
871,stroke/front,"{""sec"":17,""usec"":81086,""left"":0.0096679690000000000,""right"":0.0096679690000000000}"
902,acc,"{""sec"":17,""usec"":82720,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
910,water,"{""sec"":17,""usec"":109052,""inlet_temp"":0,""outlet_temp"":0}"
918,stroke/rear,"{""sec"":17,""usec"":109369,""right"":0,""left"":0}"
931,ecu,"{""sec"":17,""usec"":109743,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3937988280000000}"
937,rpm,"{""sec"":17,""usec"":110800,""rpm"":0}"
948,rpm,"{""sec"":17,""usec"":158975,""rpm"":0}"
971,stroke/front,"{""sec"":17,""usec"":181267,""left"":0.020947266000000000,""right"":0.011279297000000000}"
1002,acc,"{""sec"":17,""usec"":182875,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1011,water,"{""sec"":17,""usec"":209098,""inlet_temp"":0,""outlet_temp"":0}"
1021,stroke/rear,"{""sec"":17,""usec"":209421,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1035,ecu,"{""sec"":17,""usec"":210331,""ect"":2.8430175780000000,""tps"":0.0012207030000000000,""iap"":2.84179687500000,""gp"":2.38281250000000}"
1041,rpm,"{""sec"":17,""usec"":211473,""rpm"":0}"
1048,rpm,"{""sec"":17,""usec"":259020,""rpm"":0}"
1071,stroke/front,"{""sec"":17,""usec"":281450,""left"":0.020141602000000000,""right"":0.0072509770000000000}"
1103,acc,"{""sec"":17,""usec"":283078,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1111,water,"{""sec"":17,""usec"":309142,""inlet_temp"":0,""outlet_temp"":0}"
1118,stroke/rear,"{""sec"":17,""usec"":309462,""right"":0,""left"":0}"
1131,ecu,"{""sec"":17,""usec"":309842,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3999023440000000}"
1137,rpm,"{""sec"":17,""usec"":310920,""rpm"":0}"
1148,rpm,"{""sec"":17,""usec"":359065,""rpm"":0}"
1171,stroke/front,"{""sec"":17,""usec"":381630,""left"":0.021752930000000000,""right"":0.0080566410000000000}"
1203,acc,"{""sec"":17,""usec"":383261,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1211,water,"{""sec"":17,""usec"":409189,""inlet_temp"":0,""outlet_temp"":0}"
1219,stroke/rear,"{""sec"":17,""usec"":409514,""right"":0,""left"":0}"
1231,ecu,"{""sec"":17,""usec"":409891,""ect"":2.8430175780000000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.3913574220000000}"
1237,rpm,"{""sec"":17,""usec"":410961,""rpm"":0}"
1248,rpm,"{""sec"":17,""usec"":459110,""rpm"":0}"
1271,stroke/front,"{""sec"":17,""usec"":481816,""left"":0.016918945000000000,""right"":0.0056396480000000000}"
1303,acc,"{""sec"":17,""usec"":483406,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1311,water,"{""sec"":17,""usec"":509234,""inlet_temp"":0,""outlet_temp"":0}"
1322,stroke/rear,"{""sec"":17,""usec"":509558,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1336,ecu,"{""sec"":17,""usec"":510470,""ect"":2.8430175780000000,""tps"":0.0012207030000000000,""iap"":2.8405761720000000,""gp"":2.38281250000000}"
1342,rpm,"{""sec"":17,""usec"":511650,""rpm"":0}"
1348,rpm,"{""sec"":17,""usec"":559157,""rpm"":0}"
1371,stroke/front,"{""sec"":17,""usec"":581998,""left"":0.0128906250000000,""right"":0.0056396480000000000}"
1403,acc,"{""sec"":17,""usec"":583537,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1411,water,"{""sec"":17,""usec"":609279,""inlet_temp"":0,""outlet_temp"":0}"
1419,stroke/rear,"{""sec"":17,""usec"":609599,""right"":0,""left"":0}"
1432,ecu,"{""sec"":17,""usec"":609984,""ect"":2.8466796880000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3986816410000000}"
1437,rpm,"{""sec"":17,""usec"":611048,""rpm"":0}"
1452,rpm,"{""sec"":17,""usec"":659203,""rpm"":0}"
1472,stroke/front,"{""sec"":17,""usec"":682179,""left"":0.019335937000000000,""right"":0.0064453120000000000}"
1503,acc,"{""sec"":17,""usec"":683769,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1512,water,"{""sec"":17,""usec"":709326,""inlet_temp"":0,""outlet_temp"":0}"
1522,stroke/rear,"{""sec"":17,""usec"":709645,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1535,ecu,"{""sec"":17,""usec"":710561,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.39257812500000}"
1542,rpm,"{""sec"":17,""usec"":711509,""rpm"":0}"
1548,rpm,"{""sec"":17,""usec"":759249,""rpm"":0}"
1572,stroke/front,"{""sec"":17,""usec"":782365,""left"":0.027392578000000000,""right"":0.0096679690000000000}"
1604,acc,"{""sec"":17,""usec"":783984,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1613,water,"{""sec"":17,""usec"":809371,""inlet_temp"":0,""outlet_temp"":0}"
1619,stroke/rear,"{""sec"":17,""usec"":809691,""right"":0,""left"":0}"
1632,ecu,"{""sec"":17,""usec"":810079,""ect"":2.8527832030000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3901367190000000}"
1638,rpm,"{""sec"":17,""usec"":811169,""rpm"":0}"
1648,rpm,"{""sec"":17,""usec"":859294,""rpm"":0}"
1672,stroke/front,"{""sec"":17,""usec"":882544,""left"":0.016113281000000000,""right"":0.0048339840000000000}"
1704,acc,"{""sec"":17,""usec"":884165,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1712,water,"{""sec"":17,""usec"":909416,""inlet_temp"":0,""outlet_temp"":0}"
1720,stroke/rear,"{""sec"":17,""usec"":909736,""right"":0,""left"":0}"
1732,ecu,"{""sec"":17,""usec"":910116,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.38281250000000}"
1738,rpm,"{""sec"":17,""usec"":911092,""rpm"":0}"
1748,rpm,"{""sec"":17,""usec"":959335,""rpm"":0}"
1773,stroke/front,"{""sec"":17,""usec"":982731,""left"":0.013696289000000000,""right"":0.0064453120000000000}"
1808,acc,"{""sec"":17,""usec"":984347,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1812,water,"{""sec"":18,""usec"":9458,""inlet_temp"":0,""outlet_temp"":0}"
1820,stroke/rear,"{""sec"":18,""usec"":9776,""right"":0,""left"":0}"
1832,ecu,"{""sec"":18,""usec"":10149,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3889160160000000}"
1839,rpm,"{""sec"":18,""usec"":11224,""rpm"":0}"
1848,rpm,"{""sec"":18,""usec"":59379,""rpm"":0}"
1872,stroke/front,"{""sec"":18,""usec"":82913,""left"":0.0096679690000000000,""right"":0.0064453120000000000}"
1904,acc,"{""sec"":18,""usec"":84551,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1912,water,"{""sec"":18,""usec"":109500,""inlet_temp"":0,""outlet_temp"":0}"
1923,stroke/rear,"{""sec"":18,""usec"":109827,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1937,ecu,"{""sec"":18,""usec"":110736,""ect"":2.8466796880000000,""tps"":0.0024414060000000000,""iap"":2.84179687500000,""gp"":2.3901367190000000}"
1943,rpm,"{""sec"":18,""usec"":111960,""rpm"":0}"
1949,rpm,"{""sec"":18,""usec"":159420,""rpm"":0}"
1973,stroke/front,"{""sec"":18,""usec"":183095,""left"":0.0072509770000000000,""right"":0.0056396480000000000}"
2004,acc,"{""sec"":18,""usec"":184708,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2013,water,"{""sec"":18,""usec"":209543,""inlet_temp"":0,""outlet_temp"":0}"
2020,stroke/rear,"{""sec"":18,""usec"":209864,""right"":0,""left"":0}"
2033,ecu,"{""sec"":18,""usec"":210247,""ect"":2.84179687500000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.3889160160000000}"
2039,rpm,"{""sec"":18,""usec"":211252,""rpm"":0}"
2048,rpm,"{""sec"":18,""usec"":259464,""rpm"":0}"
2073,stroke/front,"{""sec"":18,""usec"":283280,""left"":0.0040283200000000000,""right"":0.0040283200000000000}"
2105,acc,"{""sec"":18,""usec"":284893,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2113,water,"{""sec"":18,""usec"":309588,""inlet_temp"":0,""outlet_temp"":0}"
2123,stroke/rear,"{""sec"":18,""usec"":309908,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2136,ecu,"{""sec"":18,""usec"":310822,""ect"":2.8405761720000000,""tps"":0,""iap"":2.8430175780000000,""gp"":2.39257812500000}"
2142,rpm,"{""sec"":18,""usec"":311764,""rpm"":0}"
2148,rpm,"{""sec"":18,""usec"":359510,""rpm"":0}"
2173,stroke/front,"{""sec"":18,""usec"":383464,""left"":0.0040283200000000000,""right"":0.0040283200000000000}"
2205,acc,"{""sec"":18,""usec"":385088,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2213,water,"{""sec"":18,""usec"":409632,""inlet_temp"":0,""outlet_temp"":0}"
2221,stroke/rear,"{""sec"":18,""usec"":409951,""right"":0,""left"":0}"
2235,ecu,"{""sec"":18,""usec"":410334,""ect"":2.8442382810000000,""tps"":0.0012207030000000000,""iap"":2.8393554690000000,""gp"":2.3913574220000000}"
2242,rpm,"{""sec"":18,""usec"":411635,""rpm"":0}"
2249,rpm,"{""sec"":18,""usec"":459554,""rpm"":0}"
2273,stroke/front,"{""sec"":18,""usec"":483648,""left"":0.0032226560000000000,""right"":0.0024169920000000000}"
2305,acc,"{""sec"":18,""usec"":485239,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2313,water,"{""sec"":18,""usec"":509679,""inlet_temp"":0,""outlet_temp"":0}"
2324,stroke/rear,"{""sec"":18,""usec"":510001,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2336,ecu,"{""sec"":18,""usec"":510912,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3950195310000000}"
2342,rpm,"{""sec"":18,""usec"":511962,""rpm"":0}"
2348,rpm,"{""sec"":18,""usec"":559598,""rpm"":0}"
2373,stroke/front,"{""sec"":18,""usec"":583827,""left"":0.0048339840000000000,""right"":0.0048339840000000000}"
2405,acc,"{""sec"":18,""usec"":585434,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2413,water,"{""sec"":18,""usec"":609721,""inlet_temp"":0,""outlet_temp"":0}"
2421,stroke/rear,"{""sec"":18,""usec"":610037,""right"":0,""left"":0}"
2434,ecu,"{""sec"":18,""usec"":610409,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3913574220000000}"
2440,rpm,"{""sec"":18,""usec"":611483,""rpm"":0}"
2448,rpm,"{""sec"":18,""usec"":659642,""rpm"":0}"
