time,topic,payload
1167,ecu,"{""sec"":17,""usec"":409886,""ect"":2.3498535160000000,""tps"":1.3122558590000000,""iap"":1.3122558590000000,""gp"":2.3913574220000000}"
1173,rpm,"{""sec"":17,""usec"":411156,""rpm"":0}"
1182,rpm,"{""sec"":17,""usec"":459126,""rpm"":0}"
1206,stroke/front,"{""sec"":17,""usec"":481897,""left"":0.30776367200000000,""right"":0.16918945300000000}"
1237,acc,"{""sec"":17,""usec"":483451,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1246,water,"{""sec"":17,""usec"":509249,""inlet_temp"":0,""outlet_temp"":0}"
1256,stroke/rear,"{""sec"":17,""usec"":509569,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1270,ecu,"{""sec"":17,""usec"":510475,""ect"":2.3486328120000000,""tps"":1.30859375000000,""iap"":1.4343261720000000,""gp"":2.3937988280000000}"
1276,rpm,"{""sec"":17,""usec"":511632,""rpm"":0}"
1282,rpm,"{""sec"":17,""usec"":559171,""rpm"":0}"
1306,stroke/front,"{""sec"":17,""usec"":582082,""left"":0.30695800800000000,""right"":0.17160644500000000}"
1338,acc,"{""sec"":17,""usec"":583620,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1346,water,"{""sec"":17,""usec"":609295,""inlet_temp"":0,""outlet_temp"":0}"
1356,stroke/rear,"{""sec"":17,""usec"":609618,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1371,ecu,"{""sec"":17,""usec"":610529,""ect"":2.3486328120000000,""tps"":1.3098144530000000,""iap"":1.6394042970000000,""gp"":2.3852539060000000}"
1376,rpm,"{""sec"":17,""usec"":611737,""rpm"":0}"
1382,rpm,"{""sec"":17,""usec"":659216,""rpm"":0}"
1406,stroke/front,"{""sec"":17,""usec"":682265,""left"":0.31179199200000000,""right"":0.17241210900000000}"
1438,acc,"{""sec"":17,""usec"":683806,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1446,water,"{""sec"":17,""usec"":709337,""inlet_temp"":0,""outlet_temp"":0}"
1454,stroke/rear,"{""sec"":17,""usec"":709661,""right"":0,""left"":0}"
1468,ecu,"{""sec"":17,""usec"":710041,""ect"":2.3522949220000000,""tps"":1.3098144530000000,""iap"":1.5454101560000000,""gp"":2.39257812500000}"
1474,rpm,"{""sec"":17,""usec"":711210,""rpm"":0}"
1482,rpm,"{""sec"":17,""usec"":759260,""rpm"":0}"
1506,stroke/front,"{""sec"":17,""usec"":782447,""left"":0.31098632800000000,""right"":0.16999511700000000}"
1538,acc,"{""sec"":17,""usec"":783982,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1547,water,"{""sec"":17,""usec"":809382,""inlet_temp"":0,""outlet_temp"":0}"
1554,stroke/rear,"{""sec"":17,""usec"":809710,""right"":0,""left"":0}"
1568,ecu,"{""sec"":17,""usec"":810091,""ect"":2.3486328120000000,""tps"":1.3134765620000000,""iap"":1.5710449220000000,""gp"":2.3901367190000000}"
1574,rpm,"{""sec"":17,""usec"":811348,""rpm"":0}"
1582,rpm,"{""sec"":17,""usec"":859305,""rpm"":0}"
1606,stroke/front,"{""sec"":17,""usec"":882634,""left"":0.309375000000000,""right"":0.16999511700000000}"
1638,acc,"{""sec"":17,""usec"":884102,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1646,water,"{""sec"":17,""usec"":909428,""inlet_temp"":0,""outlet_temp"":0}"
1654,stroke/rear,"{""sec"":17,""usec"":909747,""right"":0,""left"":0}"
1668,ecu,"{""sec"":17,""usec"":910123,""ect"":2.3474121090000000,""tps"":1.3098144530000000,""iap"":1.6320800780000000,""gp"":2.3901367190000000}"
1674,rpm,"{""sec"":17,""usec"":911383,""rpm"":0}"
1682,rpm,"{""sec"":17,""usec"":959350,""rpm"":0}"
1707,stroke/front,"{""sec"":17,""usec"":982814,""left"":0.31259765600000000,""right"":0.17080078100000000}"
1738,acc,"{""sec"":17,""usec"":984349,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1746,water,"{""sec"":18,""usec"":9473,""inlet_temp"":0,""outlet_temp"":0}"
1754,stroke/rear,"{""sec"":18,""usec"":9790,""right"":0,""left"":0}"
1768,ecu,"{""sec"":18,""usec"":10163,""ect"":2.3376464840000000,""tps"":1.3061523440000000,""iap"":1.7041015620000000,""gp"":2.3657226560000000}"
1774,rpm,"{""sec"":18,""usec"":11415,""rpm"":0}"
1782,rpm,"{""sec"":18,""usec"":59395,""rpm"":0}"
1807,stroke/front,"{""sec"":18,""usec"":82997,""left"":0.31259765600000000,""right"":0.17402343800000000}"
1838,acc,"{""sec"":18,""usec"":84548,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1847,water,"{""sec"":18,""usec"":109516,""inlet_temp"":0,""outlet_temp"":0}"
1854,stroke/rear,"{""sec"":18,""usec"":109838,""right"":0,""left"":0}"
1868,ecu,"{""sec"":18,""usec"":110214,""ect"":2.3510742190000000,""tps"":1.3134765620000000,""iap"":1.6821289060000000,""gp"":2.3901367190000000}"
1874,rpm,"{""sec"":18,""usec"":111485,""rpm"":0}"
1885,rpm,"{""sec"":18,""usec"":159440,""rpm"":250018.15572395300}"
1907,stroke/front,"{""sec"":18,""usec"":183179,""left"":0.30856933600000000,""right"":0.17724609400000000}"
1939,acc,"{""sec"":18,""usec"":184734,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1947,water,"{""sec"":18,""usec"":209567,""inlet_temp"":0,""outlet_temp"":0}"
1954,stroke/rear,"{""sec"":18,""usec"":209912,""right"":0,""left"":0}"
1969,ecu,"{""sec"":18,""usec"":210291,""ect"":2.33398437500000,""tps"":1.3061523440000000,""iap"":1.5686035160000000,""gp"":2.3840332030000000}"
1976,rpm,"{""sec"":18,""usec"":211464,""rpm"":315705.82309028300}"
1985,rpm,"{""sec"":18,""usec"":259493,""rpm"":315705.82309028300}"
2007,stroke/front,"{""sec"":18,""usec"":283365,""left"":0.30856933600000000,""right"":0.167578125000000}"
2039,acc,"{""sec"":18,""usec"":284843,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2047,water,"{""sec"":18,""usec"":309622,""inlet_temp"":0,""outlet_temp"":0}"
2057,stroke/rear,"{""sec"":18,""usec"":309983,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2072,ecu,"{""sec"":18,""usec"":310899,""ect"":2.3522949220000000,""tps"":1.3098144530000000,""iap"":1.6027832030000000,""gp"":2.3889160160000000}"
2079,rpm,"{""sec"":18,""usec"":312121,""rpm"":1.8022589850000000e+06}"
2087,rpm,"{""sec"":18,""usec"":359550,""rpm"":1.8022589850000000e+06}"
2107,stroke/front,"{""sec"":18,""usec"":383548,""left"":0.31662597700000000,""right"":0.17966308600000000}"
2139,acc,"{""sec"":18,""usec"":385085,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2147,water,"{""sec"":18,""usec"":409683,""inlet_temp"":0,""outlet_temp"":0}"
2158,stroke/rear,"{""sec"":18,""usec"":410027,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2172,ecu,"{""sec"":18,""usec"":410942,""ect"":2.4475097660000000,""tps"":1.3110351560000000,""iap"":1.4978027340000000,""gp"":2.3974609380000000}"
2180,rpm,"{""sec"":18,""usec"":412165,""rpm"":1.8022589850000000e+06}"
2187,rpm,"{""sec"":18,""usec"":459604,""rpm"":1.8022589850000000e+06}"
2208,stroke/front,"{""sec"":18,""usec"":483731,""left"":0.30856933600000000,""right"":0.16999511700000000}"
2239,acc,"{""sec"":18,""usec"":485276,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2247,water,"{""sec"":18,""usec"":509735,""inlet_temp"":0,""outlet_temp"":0}"
2255,stroke/rear,"{""sec"":18,""usec"":510080,""right"":0,""left"":0}"
2269,ecu,"{""sec"":18,""usec"":510466,""ect"":2.3559570310000000,""tps"":1.2878417970000000,""iap"":1.4367675780000000,""gp"":2.3767089840000000}"
2275,rpm,"{""sec"":18,""usec"":511694,""rpm"":0}"
2282,rpm,"{""sec"":18,""usec"":559653,""rpm"":0}"
2308,stroke/front,"{""sec"":18,""usec"":583915,""left"":0.30856933600000000,""right"":0.17160644500000000}"
2340,acc,"{""sec"":18,""usec"":585474,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2348,water,"{""sec"":18,""usec"":609776,""inlet_temp"":0,""outlet_temp"":0}"
2358,stroke/rear,"{""sec"":18,""usec"":610093,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2372,ecu,"{""sec"":18,""usec"":610997,""ect"":2.3461914060000000,""tps"":1.3110351560000000,""iap"":1.5441894530000000,""gp"":2.4084472660000000}"
2378,rpm,"{""sec"":18,""usec"":612217,""rpm"":0}"
2384,rpm,"{""sec"":18,""usec"":659696,""rpm"":0}"
2408,stroke/front,"{""sec"":18,""usec"":684100,""left"":0.31018066400000000,""right"":0.16918945300000000}"
2440,acc,"{""sec"":18,""usec"":685653,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2448,water,"{""sec"":18,""usec"":709819,""inlet_temp"":0,""outlet_temp"":0}"
2458,stroke/rear,"{""sec"":18,""usec"":710142,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2473,ecu,"{""sec"":18,""usec"":711058,""ect"":2.3486328120000000,""tps"":1.3122558590000000,""iap"":1.6320800780000000,""gp"":2.4084472660000000}"
2478,rpm,"{""sec"":18,""usec"":712275,""rpm"":0}"
2484,rpm,"{""sec"":18,""usec"":759739,""rpm"":0}"
2508,stroke/front,"{""sec"":18,""usec"":784281,""left"":0.31018066400000000,""right"":0.17080078100000000}"
2540,acc,"{""sec"":18,""usec"":785812,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2548,water,"{""sec"":18,""usec"":809864,""inlet_temp"":0,""outlet_temp"":0}"
2559,stroke/rear,"{""sec"":18,""usec"":810183,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2573,ecu,"{""sec"":18,""usec"":811096,""ect"":2.3474121090000000,""tps"":1.30859375000000,""iap"":1.6931152340000000,""gp"":2.4169921880000000}"
2578,rpm,"{""sec"":18,""usec"":812238,""rpm"":0}"
2584,rpm,"{""sec"":18,""usec"":859788,""rpm"":0}"
2608,stroke/front,"{""sec"":18,""usec"":884464,""left"":0.309375000000000,""right"":0.16918945300000000}"
2640,acc,"{""sec"":18,""usec"":885945,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2648,water,"{""sec"":18,""usec"":909911,""inlet_temp"":0,""outlet_temp"":0}"
2656,stroke/rear,"{""sec"":18,""usec"":910234,""right"":0,""left"":0}"
2670,ecu,"{""sec"":18,""usec"":910612,""ect"":2.3498535160000000,""tps"":1.3110351560000000,""iap"":1.6662597660000000,""gp"":2.3913574220000000}"
2676,rpm,"{""sec"":18,""usec"":911866,""rpm"":0}"
2683,rpm,"{""sec"":18,""usec"":959835,""rpm"":0}"
2708,stroke/front,"{""sec"":18,""usec"":984648,""left"":0.30856933600000000,""right"":0.17241210900000000}"
2740,acc,"{""sec"":18,""usec"":986189,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
