time,topic,payload
291,acc,"{""sec"":16,""usec"":381412,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
299,water,"{""sec"":16,""usec"":408758,""inlet_temp"":0,""outlet_temp"":0}"
310,stroke/rear,"{""sec"":16,""usec"":409080,""right"":3.2991943360000000,""left"":3.2991943360000000}"
323,ecu,"{""sec"":16,""usec"":409995,""ect"":2.8442382810000000,""tps"":0,""iap"":2.84179687500000,""gp"":2.3901367190000000}"
333,rpm,"{""sec"":16,""usec"":410964,""rpm"":0}"
338,rpm,"{""sec"":16,""usec"":458682,""rpm"":0}"
361,stroke/front,"{""sec"":16,""usec"":480001,""left"":0.0064453120000000000,""right"":0.0048339840000000000}"
392,acc,"{""sec"":16,""usec"":481617,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
400,water,"{""sec"":16,""usec"":508806,""inlet_temp"":0,""outlet_temp"":0}"
407,stroke/rear,"{""sec"":16,""usec"":509118,""right"":0,""left"":0}"
422,ecu,"{""sec"":16,""usec"":509503,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.4011230470000000}"
426,rpm,"{""sec"":16,""usec"":510579,""rpm"":0}"
441,rpm,"{""sec"":16,""usec"":558728,""rpm"":0}"
460,stroke/front,"{""sec"":16,""usec"":580179,""left"":0.0096679690000000000,""right"":0.0096679690000000000}"
492,acc,"{""sec"":16,""usec"":581795,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
500,water,"{""sec"":16,""usec"":608853,""inlet_temp"":0,""outlet_temp"":0}"
510,stroke/rear,"{""sec"":16,""usec"":609178,""right"":3.2991943360000000,""left"":3.2991943360000000}"
523,ecu,"{""sec"":16,""usec"":610083,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3901367190000000}"
529,rpm,"{""sec"":16,""usec"":611127,""rpm"":0}"
538,rpm,"{""sec"":16,""usec"":658774,""rpm"":0}"
560,stroke/front,"{""sec"":16,""usec"":680368,""left"":0.0080566410000000000,""right"":0.0064453120000000000}"
592,acc,"{""sec"":16,""usec"":681978,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
600,water,"{""sec"":16,""usec"":708897,""inlet_temp"":0,""outlet_temp"":0}"
609,stroke/rear,"{""sec"":16,""usec"":709217,""right"":0,""left"":0}"
620,ecu,"{""sec"":16,""usec"":709594,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3913574220000000}"
626,rpm,"{""sec"":16,""usec"":710653,""rpm"":0}"
638,rpm,"{""sec"":16,""usec"":758820,""rpm"":0}"
660,stroke/front,"{""sec"":16,""usec"":780548,""left"":0.0088623050000000000,""right"":0.0056396480000000000}"
692,acc,"{""sec"":16,""usec"":782186,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
701,water,"{""sec"":16,""usec"":808943,""inlet_temp"":0,""outlet_temp"":0}"
711,stroke/rear,"{""sec"":16,""usec"":809256,""right"":3.2991943360000000,""left"":3.2991943360000000}"
723,ecu,"{""sec"":16,""usec"":810157,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.39257812500000}"
729,rpm,"{""sec"":16,""usec"":811110,""rpm"":0}"
738,rpm,"{""sec"":16,""usec"":858867,""rpm"":0}"
760,stroke/front,"{""sec"":16,""usec"":880731,""left"":0.010473633000000000,""right"":0.0096679690000000000}"
792,acc,"{""sec"":16,""usec"":882360,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
800,water,"{""sec"":16,""usec"":908989,""inlet_temp"":0,""outlet_temp"":0}"
808,stroke/rear,"{""sec"":16,""usec"":909307,""right"":0,""left"":0}"
822,ecu,"{""sec"":16,""usec"":909682,""ect"":2.8454589840000000,""tps"":0.0061035160000000000,""iap"":2.8393554690000000,""gp"":2.3706054690000000}"
828,rpm,"{""sec"":16,""usec"":910982,""rpm"":0}"
838,rpm,"{""sec"":16,""usec"":958910,""rpm"":0}"
861,stroke/front,"{""sec"":16,""usec"":980918,""left"":0.012084961000000000,""right"":0.0096679690000000000}"
892,acc,"{""sec"":16,""usec"":982545,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
900,water,"{""sec"":17,""usec"":9032,""inlet_temp"":0,""outlet_temp"":0}"
908,stroke/rear,"{""sec"":17,""usec"":9354,""right"":0,""left"":0}"
920,ecu,"{""sec"":17,""usec"":9737,""ect"":2.8405761720000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3901367190000000}"
926,rpm,"{""sec"":17,""usec"":10816,""rpm"":0}"
938,rpm,"{""sec"":17,""usec"":58954,""rpm"":0}"
961,stroke/front,"{""sec"":17,""usec"":81096,""left"":0.016918945000000000,""right"":0.0080566410000000000}"
992,acc,"{""sec"":17,""usec"":82714,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1000,water,"{""sec"":17,""usec"":109078,""inlet_temp"":0,""outlet_temp"":0}"
1008,stroke/rear,"{""sec"":17,""usec"":109401,""right"":0,""left"":0}"
1021,ecu,"{""sec"":17,""usec"":109789,""ect"":2.8479003910000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3901367190000000}"
1027,rpm,"{""sec"":17,""usec"":110854,""rpm"":0}"
1038,rpm,"{""sec"":17,""usec"":158998,""rpm"":0}"
1061,stroke/front,"{""sec"":17,""usec"":181283,""left"":0.012084961000000000,""right"":0.0096679690000000000}"
1093,acc,"{""sec"":17,""usec"":182899,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1101,water,"{""sec"":17,""usec"":209122,""inlet_temp"":0,""outlet_temp"":0}"
1108,stroke/rear,"{""sec"":17,""usec"":209442,""right"":0,""left"":0}"
1123,ecu,"{""sec"":17,""usec"":209824,""ect"":2.8430175780000000,""tps"":0.0012207030000000000,""iap"":2.8369140620000000,""gp"":2.3889160160000000}"
1129,rpm,"{""sec"":17,""usec"":211140,""rpm"":0}"
1138,rpm,"{""sec"":17,""usec"":259045,""rpm"":0}"
1161,stroke/front,"{""sec"":17,""usec"":281466,""left"":0.013696289000000000,""right"":0.0088623050000000000}"
1193,acc,"{""sec"":17,""usec"":283094,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1201,water,"{""sec"":17,""usec"":309166,""inlet_temp"":0,""outlet_temp"":0}"
1212,stroke/rear,"{""sec"":17,""usec"":309493,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1224,ecu,"{""sec"":17,""usec"":310407,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3742675780000000}"
1230,rpm,"{""sec"":17,""usec"":311426,""rpm"":0}"
1238,rpm,"{""sec"":17,""usec"":359090,""rpm"":0}"
1262,stroke/front,"{""sec"":17,""usec"":381650,""left"":0.011279297000000000,""right"":0.0080566410000000000}"
1293,acc,"{""sec"":17,""usec"":383255,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1301,water,"{""sec"":17,""usec"":409214,""inlet_temp"":0,""outlet_temp"":0}"
1312,stroke/rear,"{""sec"":17,""usec"":409534,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1325,ecu,"{""sec"":17,""usec"":410445,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3901367190000000}"
1330,rpm,"{""sec"":17,""usec"":411487,""rpm"":0}"
1338,rpm,"{""sec"":17,""usec"":459138,""rpm"":0}"
1361,stroke/front,"{""sec"":17,""usec"":481832,""left"":0.032226562000000000,""right"":0.010473633000000000}"
1394,acc,"{""sec"":17,""usec"":483442,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1402,water,"{""sec"":17,""usec"":509261,""inlet_temp"":0,""outlet_temp"":0}"
1413,stroke/rear,"{""sec"":17,""usec"":509585,""right"":0,""left"":0}"
1422,ecu,"{""sec"":17,""usec"":509970,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.39257812500000}"
1429,rpm,"{""sec"":17,""usec"":510942,""rpm"":0}"
1438,rpm,"{""sec"":17,""usec"":559182,""rpm"":0}"
1462,stroke/front,"{""sec"":17,""usec"":582014,""left"":0.016113281000000000,""right"":0.0088623050000000000}"
1493,acc,"{""sec"":17,""usec"":583632,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1502,water,"{""sec"":17,""usec"":609306,""inlet_temp"":0,""outlet_temp"":0}"
1509,stroke/rear,"{""sec"":17,""usec"":609627,""right"":0,""left"":0}"
1522,ecu,"{""sec"":17,""usec"":609998,""ect"":2.8430175780000000,""tps"":0,""iap"":2.8356933590000000,""gp"":2.3889160160000000}"
1528,rpm,"{""sec"":17,""usec"":611052,""rpm"":0}"
1538,rpm,"{""sec"":17,""usec"":659226,""rpm"":0}"
1562,stroke/front,"{""sec"":17,""usec"":682198,""left"":0.014501953000000000,""right"":0.010473633000000000}"
1594,acc,"{""sec"":17,""usec"":683828,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1602,water,"{""sec"":17,""usec"":709349,""inlet_temp"":0,""outlet_temp"":0}"
1612,stroke/rear,"{""sec"":17,""usec"":709667,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1625,ecu,"{""sec"":17,""usec"":710583,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3950195310000000}"
1631,rpm,"{""sec"":17,""usec"":711623,""rpm"":0}"
1638,rpm,"{""sec"":17,""usec"":759270,""rpm"":0}"
1662,stroke/front,"{""sec"":17,""usec"":782379,""left"":0.0128906250000000,""right"":0.0064453120000000000}"
1694,acc,"{""sec"":17,""usec"":783912,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1702,water,"{""sec"":17,""usec"":809393,""inlet_temp"":0,""outlet_temp"":0}"
1710,stroke/rear,"{""sec"":17,""usec"":809712,""right"":0,""left"":0}"
1722,ecu,"{""sec"":17,""usec"":810089,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3901367190000000}"
1728,rpm,"{""sec"":17,""usec"":811158,""rpm"":0}"
1738,rpm,"{""sec"":17,""usec"":859315,""rpm"":0}"
1763,stroke/front,"{""sec"":17,""usec"":882560,""left"":0.0088623050000000000,""right"":0.0080566410000000000}"
1795,acc,"{""sec"":17,""usec"":884160,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1802,water,"{""sec"":17,""usec"":909436,""inlet_temp"":0,""outlet_temp"":0}"
1810,stroke/rear,"{""sec"":17,""usec"":909754,""right"":0,""left"":0}"
1823,ecu,"{""sec"":17,""usec"":910133,""ect"":2.8466796880000000,""tps"":0,""iap"":2.8405761720000000,""gp"":2.3889160160000000}"
1829,rpm,"{""sec"":17,""usec"":911213,""rpm"":0}"
1843,rpm,"{""sec"":17,""usec"":959358,""rpm"":0}"
1863,stroke/front,"{""sec"":17,""usec"":982747,""left"":0.011279297000000000,""right"":0.0064453120000000000}"
1894,acc,"{""sec"":17,""usec"":984373,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1902,water,"{""sec"":18,""usec"":9482,""inlet_temp"":0,""outlet_temp"":0}"
1913,stroke/rear,"{""sec"":18,""usec"":9804,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1925,ecu,"{""sec"":18,""usec"":10717,""ect"":2.8466796880000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3889160160000000}"
1931,rpm,"{""sec"":18,""usec"":11751,""rpm"":0}"
1938,rpm,"{""sec"":18,""usec"":59403,""rpm"":0}"
1962,stroke/front,"{""sec"":18,""usec"":82930,""left"":0.0128906250000000,""right"":0.0080566410000000000}"
1994,acc,"{""sec"":18,""usec"":84454,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2002,water,"{""sec"":18,""usec"":109524,""inlet_temp"":0,""outlet_temp"":0}"
2013,stroke/rear,"{""sec"":18,""usec"":109839,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2025,ecu,"{""sec"":18,""usec"":110751,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8344726560000000,""gp"":2.3889160160000000}"
2031,rpm,"{""sec"":18,""usec"":111788,""rpm"":0}"
2038,rpm,"{""sec"":18,""usec"":159449,""rpm"":0}"
2063,stroke/front,"{""sec"":18,""usec"":183112,""left"":0.012084961000000000,""right"":0.0096679690000000000}"
2095,acc,"{""sec"":18,""usec"":184748,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2103,water,"{""sec"":18,""usec"":209571,""inlet_temp"":0,""outlet_temp"":0}"
2113,stroke/rear,"{""sec"":18,""usec"":209887,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2126,ecu,"{""sec"":18,""usec"":210811,""ect"":2.8442382810000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.3901367190000000}"
2132,rpm,"{""sec"":18,""usec"":211834,""rpm"":0}"
2138,rpm,"{""sec"":18,""usec"":259494,""rpm"":0}"
2163,stroke/front,"{""sec"":18,""usec"":283293,""left"":0.011279297000000000,""right"":0.010473633000000000}"
2195,acc,"{""sec"":18,""usec"":284910,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2203,water,"{""sec"":18,""usec"":309618,""inlet_temp"":0,""outlet_temp"":0}"
2210,stroke/rear,"{""sec"":18,""usec"":309940,""right"":0,""left"":0}"
2223,ecu,"{""sec"":18,""usec"":310320,""ect"":2.84179687500000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.39257812500000}"
2229,rpm,"{""sec"":18,""usec"":311229,""rpm"":0}"
2238,rpm,"{""sec"":18,""usec"":359543,""rpm"":0}"
2263,stroke/front,"{""sec"":18,""usec"":383477,""left"":0.0088623050000000000,""right"":0.0088623050000000000}"
2295,acc,"{""sec"":18,""usec"":385086,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2303,water,"{""sec"":18,""usec"":409664,""inlet_temp"":0,""outlet_temp"":0}"
2311,stroke/rear,"{""sec"":18,""usec"":409984,""right"":0,""left"":0}"
2323,ecu,"{""sec"":18,""usec"":410362,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.39257812500000}"
2329,rpm,"{""sec"":18,""usec"":411360,""rpm"":0}"
2339,rpm,"{""sec"":18,""usec"":459587,""rpm"":0}"
2364,stroke/front,"{""sec"":18,""usec"":483663,""left"":0.0096679690000000000,""right"":0.0064453120000000000}"
2395,acc,"{""sec"":18,""usec"":485263,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2403,water,"{""sec"":18,""usec"":509710,""inlet_temp"":0,""outlet_temp"":0}"
2411,stroke/rear,"{""sec"":18,""usec"":510026,""right"":0,""left"":0}"
2424,ecu,"{""sec"":18,""usec"":510405,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3962402340000000}"
2429,rpm,"{""sec"":18,""usec"":511494,""rpm"":0}"
2439,rpm,"{""sec"":18,""usec"":559633,""rpm"":0}"
2464,stroke/front,"{""sec"":18,""usec"":583845,""left"":0.0088623050000000000,""right"":0.0064453120000000000}"
2495,acc,"{""sec"":18,""usec"":585477,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2504,water,"{""sec"":18,""usec"":609757,""inlet_temp"":0,""outlet_temp"":0}"
2514,stroke/rear,"{""sec"":18,""usec"":610081,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2527,ecu,"{""sec"":18,""usec"":610991,""ect"":2.8454589840000000,""tps"":0,""iap"":2.8381347660000000,""gp"":2.3718261720000000}"
2533,rpm,"{""sec"":18,""usec"":612028,""rpm"":0}"
2539,rpm,"{""sec"":18,""usec"":659679,""rpm"":0}"
2564,stroke/front,"{""sec"":18,""usec"":684029,""left"":0.0096679690000000000,""right"":0.0072509770000000000}"
2596,acc,"{""sec"":18,""usec"":685647,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2604,water,"{""sec"":18,""usec"":709800,""inlet_temp"":0,""outlet_temp"":0}"
2614,stroke/rear,"{""sec"":18,""usec"":710126,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2627,ecu,"{""sec"":18,""usec"":711047,""ect"":2.8503417970000000,""tps"":0,""iap"":2.8369140620000000,""gp"":2.39257812500000}"
2633,rpm,"{""sec"":18,""usec"":712017,""rpm"":0}"
2639,rpm,"{""sec"":18,""usec"":759721,""rpm"":0}"
2664,stroke/front,"{""sec"":18,""usec"":784211,""left"":0.012084961000000000,""right"":0.0072509770000000000}"
2696,acc,"{""sec"":18,""usec"":785813,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2704,water,"{""sec"":18,""usec"":809845,""inlet_temp"":0,""outlet_temp"":0}"
2711,stroke/rear,"{""sec"":18,""usec"":810169,""right"":0,""left"":0}"
2724,ecu,"{""sec"":18,""usec"":810548,""ect"":2.8466796880000000,""tps"":0,""iap"":2.8393554690000000,""gp"":2.3889160160000000}"
2730,rpm,"{""sec"":18,""usec"":811640,""rpm"":0}"
