time,topic,payload
486,acc,"{""sec"":16,""usec"":882158,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
494,water,"{""sec"":16,""usec"":909001,""inlet_temp"":0,""outlet_temp"":0}"
505,stroke/rear,"{""sec"":16,""usec"":909324,""right"":3.2991943360000000,""left"":3.2991943360000000}"
519,ecu,"{""sec"":16,""usec"":910226,""ect"":1.3513183590000000,""tps"":1.30859375000000,""iap"":1.3098144530000000,""gp"":2.4084472660000000}"
525,rpm,"{""sec"":16,""usec"":911361,""rpm"":0}"
532,rpm,"{""sec"":16,""usec"":958922,""rpm"":0}"
554,stroke/front,"{""sec"":16,""usec"":980801,""left"":0.71381835900000000,""right"":0.45358886700000000}"
586,acc,"{""sec"":16,""usec"":982325,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
594,water,"{""sec"":17,""usec"":9045,""inlet_temp"":0,""outlet_temp"":0}"
605,stroke/rear,"{""sec"":17,""usec"":9370,""right"":3.2991943360000000,""left"":3.2991943360000000}"
619,ecu,"{""sec"":17,""usec"":10272,""ect"":1.3500976560000000,""tps"":1.3293457030000000,""iap"":1.3269042970000000,""gp"":2.42187500000000}"
624,rpm,"{""sec"":17,""usec"":11407,""rpm"":0}"
632,rpm,"{""sec"":17,""usec"":58968,""rpm"":0}"
655,stroke/front,"{""sec"":17,""usec"":80986,""left"":0.70253906200000000,""right"":0.44794921900000000}"
686,acc,"{""sec"":17,""usec"":82562,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
694,water,"{""sec"":17,""usec"":109090,""inlet_temp"":0,""outlet_temp"":0}"
702,stroke/rear,"{""sec"":17,""usec"":109410,""right"":0,""left"":0}"
716,ecu,"{""sec"":17,""usec"":109791,""ect"":1.3513183590000000,""tps"":1.3110351560000000,""iap"":1.3354492190000000,""gp"":2.3864746090000000}"
722,rpm,"{""sec"":17,""usec"":111042,""rpm"":0}"
732,rpm,"{""sec"":17,""usec"":159012,""rpm"":0}"
755,stroke/front,"{""sec"":17,""usec"":181168,""left"":0.71462402300000000,""right"":0.45681152300000000}"
787,acc,"{""sec"":17,""usec"":182717,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
795,water,"{""sec"":17,""usec"":209135,""inlet_temp"":0,""outlet_temp"":0}"
805,stroke/rear,"{""sec"":17,""usec"":209460,""right"":3.2991943360000000,""left"":3.2991943360000000}"
819,ecu,"{""sec"":17,""usec"":210367,""ect"":1.3464355470000000,""tps"":1.3098144530000000,""iap"":1.46484375000000,""gp"":2.3864746090000000}"
825,rpm,"{""sec"":17,""usec"":211501,""rpm"":0}"
832,rpm,"{""sec"":17,""usec"":259057,""rpm"":0}"
855,stroke/front,"{""sec"":17,""usec"":281350,""left"":0.71381835900000000,""right"":0.45358886700000000}"
887,acc,"{""sec"":17,""usec"":282874,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
895,water,"{""sec"":17,""usec"":309181,""inlet_temp"":0,""outlet_temp"":0}"
905,stroke/rear,"{""sec"":17,""usec"":309495,""right"":3.2991943360000000,""left"":3.2991943360000000}"
919,ecu,"{""sec"":17,""usec"":310417,""ect"":1.34765625000000,""tps"":1.3110351560000000,""iap"":1.5869140620000000,""gp"":2.4096679690000000}"
925,rpm,"{""sec"":17,""usec"":311567,""rpm"":0}"
932,rpm,"{""sec"":17,""usec"":359104,""rpm"":0}"
955,stroke/front,"{""sec"":17,""usec"":381532,""left"":0.71462402300000000,""right"":0.45439453100000000}"
987,acc,"{""sec"":17,""usec"":383077,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
995,water,"{""sec"":17,""usec"":409227,""inlet_temp"":0,""outlet_temp"":0}"
1003,stroke/rear,"{""sec"":17,""usec"":409554,""right"":0,""left"":0}"
1017,ecu,"{""sec"":17,""usec"":409929,""ect"":1.3500976560000000,""tps"":1.3122558590000000,""iap"":1.5270996090000000,""gp"":2.39257812500000}"
1022,rpm,"{""sec"":17,""usec"":411102,""rpm"":0}"
1032,rpm,"{""sec"":17,""usec"":459148,""rpm"":0}"
1055,stroke/front,"{""sec"":17,""usec"":481713,""left"":0.70576171900000000,""right"":0.44633789100000000}"
1087,acc,"{""sec"":17,""usec"":483285,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1095,water,"{""sec"":17,""usec"":509273,""inlet_temp"":0,""outlet_temp"":0}"
1103,stroke/rear,"{""sec"":17,""usec"":509594,""right"":0,""left"":0}"
1117,ecu,"{""sec"":17,""usec"":509971,""ect"":1.3464355470000000,""tps"":1.3098144530000000,""iap"":1.5185546880000000,""gp"":2.3901367190000000}"
1123,rpm,"{""sec"":17,""usec"":511229,""rpm"":0}"
1132,rpm,"{""sec"":17,""usec"":559194,""rpm"":0}"
1156,stroke/front,"{""sec"":17,""usec"":581899,""left"":0.70817871100000000,""right"":0.45439453100000000}"
1187,acc,"{""sec"":17,""usec"":583465,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1195,water,"{""sec"":17,""usec"":609315,""inlet_temp"":0,""outlet_temp"":0}"
1203,stroke/rear,"{""sec"":17,""usec"":609637,""right"":0,""left"":0}"
1217,ecu,"{""sec"":17,""usec"":610020,""ect"":1.3488769530000000,""tps"":1.3122558590000000,""iap"":1.6748046880000000,""gp"":2.3889160160000000}"
1223,rpm,"{""sec"":17,""usec"":611274,""rpm"":0}"
1232,rpm,"{""sec"":17,""usec"":659236,""rpm"":0}"
1256,stroke/front,"{""sec"":17,""usec"":682081,""left"":0.71462402300000000,""right"":0.45681152300000000}"
1287,acc,"{""sec"":17,""usec"":683616,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1296,water,"{""sec"":17,""usec"":709359,""inlet_temp"":0,""outlet_temp"":0}"
1306,stroke/rear,"{""sec"":17,""usec"":709673,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1321,ecu,"{""sec"":17,""usec"":710589,""ect"":1.3488769530000000,""tps"":1.30859375000000,""iap"":1.6149902340000000,""gp"":2.3876953120000000}"
1326,rpm,"{""sec"":17,""usec"":711728,""rpm"":0}"
1332,rpm,"{""sec"":17,""usec"":759280,""rpm"":0}"
1356,stroke/front,"{""sec"":17,""usec"":782264,""left"":0.70092773400000000,""right"":0.44714355500000000}"
1388,acc,"{""sec"":17,""usec"":783813,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1396,water,"{""sec"":17,""usec"":809402,""inlet_temp"":0,""outlet_temp"":0}"
1403,stroke/rear,"{""sec"":17,""usec"":809722,""right"":0,""left"":0}"
1417,ecu,"{""sec"":17,""usec"":810102,""ect"":1.3488769530000000,""tps"":1.3134765620000000,""iap"":1.5270996090000000,""gp"":2.41210937500000}"
1423,rpm,"{""sec"":17,""usec"":811269,""rpm"":0}"
1433,rpm,"{""sec"":17,""usec"":859326,""rpm"":0}"
1456,stroke/front,"{""sec"":17,""usec"":882450,""left"":0.70253906200000000,""right"":0.44714355500000000}"
1488,acc,"{""sec"":17,""usec"":883998,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1496,water,"{""sec"":17,""usec"":909447,""inlet_temp"":0,""outlet_temp"":0}"
1504,stroke/rear,"{""sec"":17,""usec"":909763,""right"":0,""left"":0}"
1518,ecu,"{""sec"":17,""usec"":910139,""ect"":1.3488769530000000,""tps"":1.3061523440000000,""iap"":1.4404296880000000,""gp"":2.3876953120000000}"
1524,rpm,"{""sec"":17,""usec"":911391,""rpm"":0}"
1532,rpm,"{""sec"":17,""usec"":959369,""rpm"":0}"
1556,stroke/front,"{""sec"":17,""usec"":982634,""left"":0.69931640600000000,""right"":0.44472656200000000}"
1588,acc,"{""sec"":17,""usec"":984181,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1596,water,"{""sec"":18,""usec"":9491,""inlet_temp"":0,""outlet_temp"":0}"
1603,stroke/rear,"{""sec"":18,""usec"":9811,""right"":0,""left"":0}"
1617,ecu,"{""sec"":18,""usec"":10187,""ect"":1.62109375000000,""tps"":1.30859375000000,""iap"":1.2609863280000000,""gp"":2.3095703120000000}"
1623,rpm,"{""sec"":18,""usec"":11273,""rpm"":0}"
1632,rpm,"{""sec"":18,""usec"":59414,""rpm"":0}"
1656,stroke/front,"{""sec"":18,""usec"":82816,""left"":0.71784668000000000,""right"":0.46003418000000000}"
1688,acc,"{""sec"":18,""usec"":84350,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1696,water,"{""sec"":18,""usec"":109534,""inlet_temp"":0,""outlet_temp"":0}"
1704,stroke/rear,"{""sec"":18,""usec"":109853,""right"":0,""left"":0}"
1718,ecu,"{""sec"":18,""usec"":110227,""ect"":1.3317871090000000,""tps"":1.30859375000000,""iap"":1.3879394530000000,""gp"":2.3937988280000000}"
1724,rpm,"{""sec"":18,""usec"":111388,""rpm"":0}"
1732,rpm,"{""sec"":18,""usec"":159458,""rpm"":0}"
1757,stroke/front,"{""sec"":18,""usec"":182999,""left"":0.71140136700000000,""right"":0.45520019500000000}"
1788,acc,"{""sec"":18,""usec"":184537,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1796,water,"{""sec"":18,""usec"":209579,""inlet_temp"":0,""outlet_temp"":0}"
1807,stroke/rear,"{""sec"":18,""usec"":209900,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1821,ecu,"{""sec"":18,""usec"":210826,""ect"":1.3488769530000000,""tps"":1.32812500000000,""iap"":1.3647460940000000,""gp"":2.4426269530000000}"
1827,rpm,"{""sec"":18,""usec"":211962,""rpm"":0}"
1833,rpm,"{""sec"":18,""usec"":259501,""rpm"":0}"
1857,stroke/front,"{""sec"":18,""usec"":283181,""left"":0.71462402300000000,""right"":0.45520019500000000}"
1889,acc,"{""sec"":18,""usec"":284738,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1897,water,"{""sec"":18,""usec"":309627,""inlet_temp"":0,""outlet_temp"":0}"
1907,stroke/rear,"{""sec"":18,""usec"":309943,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1921,ecu,"{""sec"":18,""usec"":310859,""ect"":1.35742187500000,""tps"":1.30859375000000,""iap"":1.38671875000000,""gp"":2.3620605470000000}"
1927,rpm,"{""sec"":18,""usec"":311852,""rpm"":0}"
1933,rpm,"{""sec"":18,""usec"":359549,""rpm"":0}"
1957,stroke/front,"{""sec"":18,""usec"":383365,""left"":0.71462402300000000,""right"":0.45439453100000000}"
1989,acc,"{""sec"":18,""usec"":384901,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1997,water,"{""sec"":18,""usec"":409671,""inlet_temp"":0,""outlet_temp"":0}"
2007,stroke/rear,"{""sec"":18,""usec"":409996,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2022,ecu,"{""sec"":18,""usec"":410900,""ect"":1.3500976560000000,""tps"":1.3073730470000000,""iap"":1.3623046880000000,""gp"":2.3840332030000000}"
2027,rpm,"{""sec"":18,""usec"":412108,""rpm"":0}"
2033,rpm,"{""sec"":18,""usec"":459592,""rpm"":0}"
2057,stroke/front,"{""sec"":18,""usec"":483549,""left"":0.71462402300000000,""right"":0.45681152300000000}"
2089,acc,"{""sec"":18,""usec"":485081,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2097,water,"{""sec"":18,""usec"":509714,""inlet_temp"":0,""outlet_temp"":0}"
2108,stroke/rear,"{""sec"":18,""usec"":510035,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2122,ecu,"{""sec"":18,""usec"":510937,""ect"":1.3500976560000000,""tps"":1.3110351560000000,""iap"":1.3745117190000000,""gp"":2.3876953120000000}"
2128,rpm,"{""sec"":18,""usec"":512135,""rpm"":0}"
2133,rpm,"{""sec"":18,""usec"":559638,""rpm"":0}"
2157,stroke/front,"{""sec"":18,""usec"":583733,""left"":0.70173339800000000,""right"":0.44875488300000000}"
2189,acc,"{""sec"":18,""usec"":585287,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2197,water,"{""sec"":18,""usec"":609761,""inlet_temp"":0,""outlet_temp"":0}"
2205,stroke/rear,"{""sec"":18,""usec"":610076,""right"":0,""left"":0}"
2219,ecu,"{""sec"":18,""usec"":610456,""ect"":1.3525390620000000,""tps"":1.3098144530000000,""iap"":1.6711425780000000,""gp"":2.3950195310000000}"
2225,rpm,"{""sec"":18,""usec"":611706,""rpm"":0}"
2233,rpm,"{""sec"":18,""usec"":659684,""rpm"":0}"
2258,stroke/front,"{""sec"":18,""usec"":683917,""left"":0.71462402300000000,""right"":0.45358886700000000}"
2289,acc,"{""sec"":18,""usec"":685445,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2297,water,"{""sec"":18,""usec"":709807,""inlet_temp"":0,""outlet_temp"":0}"
2305,stroke/rear,"{""sec"":18,""usec"":710132,""right"":0,""left"":0}"
2319,ecu,"{""sec"":18,""usec"":710512,""ect"":1.34765625000000,""tps"":1.30859375000000,""iap"":1.6088867190000000,""gp"":2.3266601560000000}"
2325,rpm,"{""sec"":18,""usec"":711626,""rpm"":0}"
2333,rpm,"{""sec"":18,""usec"":759729,""rpm"":0}"
2358,stroke/front,"{""sec"":18,""usec"":784097,""left"":0.71462402300000000,""right"":0.45681152300000000}"
2389,acc,"{""sec"":18,""usec"":785630,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2398,water,"{""sec"":18,""usec"":809852,""inlet_temp"":0,""outlet_temp"":0}"
2405,stroke/rear,"{""sec"":18,""usec"":810170,""right"":0,""left"":0}"
2420,ecu,"{""sec"":18,""usec"":810541,""ect"":1.3500976560000000,""tps"":1.3061523440000000,""iap"":1.6979980470000000,""gp"":2.3706054690000000}"
2425,rpm,"{""sec"":18,""usec"":811777,""rpm"":0}"
2433,rpm,"{""sec"":18,""usec"":859774,""rpm"":0}"
2458,stroke/front,"{""sec"":18,""usec"":884281,""left"":0.70173339800000000,""right"":0.45036621100000000}"
2490,acc,"{""sec"":18,""usec"":885838,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2498,water,"{""sec"":18,""usec"":909897,""inlet_temp"":0,""outlet_temp"":0}"
2505,stroke/rear,"{""sec"":18,""usec"":910210,""right"":0,""left"":0}"
2520,ecu,"{""sec"":18,""usec"":910584,""ect"":1.3488769530000000,""tps"":1.3098144530000000,""iap"":1.5454101560000000,""gp"":2.3864746090000000}"
2525,rpm,"{""sec"":18,""usec"":911833,""rpm"":0}"
2533,rpm,"{""sec"":18,""usec"":959820,""rpm"":0}"
2558,stroke/front,"{""sec"":18,""usec"":984464,""left"":0.71462402300000000,""right"":0.45681152300000000}"
2590,acc,"{""sec"":18,""usec"":986008,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2598,water,"{""sec"":19,""usec"":9943,""inlet_temp"":0,""outlet_temp"":0}"
2608,stroke/rear,"{""sec"":19,""usec"":10259,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2622,ecu,"{""sec"":19,""usec"":11181,""ect"":1.3513183590000000,""tps"":1.3098144530000000,""iap"":1.7102050780000000,""gp"":2.3864746090000000}"
2628,rpm,"{""sec"":19,""usec"":12390,""rpm"":0}"
2634,rpm,"{""sec"":19,""usec"":59866,""rpm"":0}"
2658,stroke/front,"{""sec"":19,""usec"":84647,""left"":0.70253906200000000,""right"":0.44714355500000000}"
2690,acc,"{""sec"":19,""usec"":86202,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2698,water,"{""sec"":19,""usec"":109989,""inlet_temp"":0,""outlet_temp"":0}"
