time,topic,payload
599,acc,"{""sec"":17,""usec"":182830,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
607,water,"{""sec"":17,""usec"":209050,""inlet_temp"":0,""outlet_temp"":0}"
615,stroke/rear,"{""sec"":17,""usec"":209373,""right"":0,""left"":0}"
630,ecu,"{""sec"":17,""usec"":209749,""ect"":2.8576660160000000,""tps"":0.0012207030000000000,""iap"":2.8393554690000000,""gp"":1.2927246090000000}"
635,rpm,"{""sec"":17,""usec"":211063,""rpm"":0}"
644,rpm,"{""sec"":17,""usec"":258970,""rpm"":0}"
668,stroke/front,"{""sec"":17,""usec"":281391,""left"":0.0096679690000000000,""right"":0.010473633000000000}"
700,acc,"{""sec"":17,""usec"":283032,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
708,water,"{""sec"":17,""usec"":309092,""inlet_temp"":0,""outlet_temp"":0}"
718,stroke/rear,"{""sec"":17,""usec"":309421,""right"":3.2991943360000000,""left"":3.2991943360000000}"
733,ecu,"{""sec"":17,""usec"":310343,""ect"":2.8552246090000000,""tps"":0,""iap"":2.84179687500000,""gp"":1.2915039060000000}"
737,rpm,"{""sec"":17,""usec"":311311,""rpm"":0}"
744,rpm,"{""sec"":17,""usec"":359014,""rpm"":0}"
768,stroke/front,"{""sec"":17,""usec"":381574,""left"":0.0080566410000000000,""right"":0.0072509770000000000}"
801,acc,"{""sec"":17,""usec"":383175,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
808,water,"{""sec"":17,""usec"":409138,""inlet_temp"":0,""outlet_temp"":0}"
815,stroke/rear,"{""sec"":17,""usec"":409461,""right"":0,""left"":0}"
830,ecu,"{""sec"":17,""usec"":409833,""ect"":2.8540039060000000,""tps"":0.0012207030000000000,""iap"":2.8381347660000000,""gp"":1.2939453120000000}"
836,rpm,"{""sec"":17,""usec"":411153,""rpm"":0}"
844,rpm,"{""sec"":17,""usec"":459061,""rpm"":0}"
868,stroke/front,"{""sec"":17,""usec"":481758,""left"":0.0080566410000000000,""right"":0.0056396480000000000}"
900,acc,"{""sec"":17,""usec"":483384,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
908,water,"{""sec"":17,""usec"":509183,""inlet_temp"":0,""outlet_temp"":0}"
916,stroke/rear,"{""sec"":17,""usec"":509505,""right"":0,""left"":0}"
928,ecu,"{""sec"":17,""usec"":509887,""ect"":2.8588867190000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2939453120000000}"
934,rpm,"{""sec"":17,""usec"":510953,""rpm"":0}"
944,rpm,"{""sec"":17,""usec"":559106,""rpm"":0}"
968,stroke/front,"{""sec"":17,""usec"":581939,""left"":0.011279297000000000,""right"":0.012084961000000000}"
1000,acc,"{""sec"":17,""usec"":583565,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1008,water,"{""sec"":17,""usec"":609230,""inlet_temp"":0,""outlet_temp"":0}"
1016,stroke/rear,"{""sec"":17,""usec"":609549,""right"":0,""left"":0}"
1028,ecu,"{""sec"":17,""usec"":609924,""ect"":2.8576660160000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2939453120000000}"
1034,rpm,"{""sec"":17,""usec"":610986,""rpm"":0}"
1044,rpm,"{""sec"":17,""usec"":659152,""rpm"":0}"
1068,stroke/front,"{""sec"":17,""usec"":682122,""left"":0.014501953000000000,""right"":0.0128906250000000}"
1100,acc,"{""sec"":17,""usec"":683641,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1108,water,"{""sec"":17,""usec"":709275,""inlet_temp"":0,""outlet_temp"":0}"
1116,stroke/rear,"{""sec"":17,""usec"":709598,""right"":0,""left"":0}"
1128,ecu,"{""sec"":17,""usec"":709977,""ect"":2.8552246090000000,""tps"":0,""iap"":2.84179687500000,""gp"":1.2915039060000000}"
1134,rpm,"{""sec"":17,""usec"":710992,""rpm"":0}"
1144,rpm,"{""sec"":17,""usec"":759195,""rpm"":0}"
1169,stroke/front,"{""sec"":17,""usec"":782307,""left"":0.0096679690000000000,""right"":0.0064453120000000000}"
1200,acc,"{""sec"":17,""usec"":783923,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1209,water,"{""sec"":17,""usec"":809318,""inlet_temp"":0,""outlet_temp"":0}"
1216,stroke/rear,"{""sec"":17,""usec"":809634,""right"":0,""left"":0}"
1229,ecu,"{""sec"":17,""usec"":810012,""ect"":2.8588867190000000,""tps"":0,""iap"":2.84179687500000,""gp"":1.2939453120000000}"
1235,rpm,"{""sec"":17,""usec"":811007,""rpm"":0}"
1244,rpm,"{""sec"":17,""usec"":859242,""rpm"":0}"
1269,stroke/front,"{""sec"":17,""usec"":882489,""left"":0.0056396480000000000,""right"":0.0064453120000000000}"
1301,acc,"{""sec"":17,""usec"":884085,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1309,water,"{""sec"":17,""usec"":909364,""inlet_temp"":0,""outlet_temp"":0}"
1316,stroke/rear,"{""sec"":17,""usec"":909685,""right"":0,""left"":0}"
1329,ecu,"{""sec"":17,""usec"":910059,""ect"":2.8564453120000000,""tps"":0,""iap"":2.8381347660000000,""gp"":1.2915039060000000}"
1335,rpm,"{""sec"":17,""usec"":911126,""rpm"":0}"
1345,rpm,"{""sec"":17,""usec"":959286,""rpm"":0}"
1369,stroke/front,"{""sec"":17,""usec"":982675,""left"":0.0088623050000000000,""right"":0.010473633000000000}"
1401,acc,"{""sec"":17,""usec"":984285,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1409,water,"{""sec"":18,""usec"":9408,""inlet_temp"":0,""outlet_temp"":0}"
1416,stroke/rear,"{""sec"":18,""usec"":9723,""right"":0,""left"":0}"
1429,ecu,"{""sec"":18,""usec"":10102,""ect"":2.8552246090000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2927246090000000}"
1434,rpm,"{""sec"":18,""usec"":11173,""rpm"":0}"
1444,rpm,"{""sec"":18,""usec"":59331,""rpm"":0}"
1469,stroke/front,"{""sec"":18,""usec"":82856,""left"":0.042700195000000000,""right"":0.015307617000000000}"
1503,acc,"{""sec"":18,""usec"":84471,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1509,water,"{""sec"":18,""usec"":109455,""inlet_temp"":0,""outlet_temp"":0}"
1519,stroke/rear,"{""sec"":18,""usec"":109771,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1535,ecu,"{""sec"":18,""usec"":110681,""ect"":2.8564453120000000,""tps"":0.0024414060000000000,""iap"":2.8430175780000000,""gp"":1.2939453120000000}"
1541,rpm,"{""sec"":18,""usec"":111942,""rpm"":0}"
1545,rpm,"{""sec"":18,""usec"":159376,""rpm"":0}"
1569,stroke/front,"{""sec"":18,""usec"":183041,""left"":0.024975586000000000,""right"":0.011279297000000000}"
1601,acc,"{""sec"":18,""usec"":184646,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1609,water,"{""sec"":18,""usec"":209499,""inlet_temp"":0,""outlet_temp"":0}"
1617,stroke/rear,"{""sec"":18,""usec"":209824,""right"":0,""left"":0}"
1629,ecu,"{""sec"":18,""usec"":210206,""ect"":2.8552246090000000,""tps"":0,""iap"":2.8369140620000000,""gp"":1.2915039060000000}"
1635,rpm,"{""sec"":18,""usec"":211285,""rpm"":0}"
1645,rpm,"{""sec"":18,""usec"":259420,""rpm"":0}"
1669,stroke/front,"{""sec"":18,""usec"":283226,""left"":0.016918945000000000,""right"":0.012084961000000000}"
1701,acc,"{""sec"":18,""usec"":284845,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1709,water,"{""sec"":18,""usec"":309544,""inlet_temp"":0,""outlet_temp"":0}"
1717,stroke/rear,"{""sec"":18,""usec"":309868,""right"":0,""left"":0}"
1731,ecu,"{""sec"":18,""usec"":310250,""ect"":2.8564453120000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2939453120000000}"
1737,rpm,"{""sec"":18,""usec"":311320,""rpm"":0}"
1745,rpm,"{""sec"":18,""usec"":359463,""rpm"":0}"
1770,stroke/front,"{""sec"":18,""usec"":383406,""left"":0.028198242000000000,""right"":0.010473633000000000}"
1802,acc,"{""sec"":18,""usec"":385030,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1810,water,"{""sec"":18,""usec"":409585,""inlet_temp"":0,""outlet_temp"":0}"
1818,stroke/rear,"{""sec"":18,""usec"":409905,""right"":0,""left"":0}"
1831,ecu,"{""sec"":18,""usec"":410285,""ect"":2.8564453120000000,""tps"":0,""iap"":2.8393554690000000,""gp"":1.2915039060000000}"
1836,rpm,"{""sec"":18,""usec"":411336,""rpm"":0}"
1845,rpm,"{""sec"":18,""usec"":459507,""rpm"":0}"
1873,stroke/front,"{""sec"":18,""usec"":483590,""left"":0.018530273000000000,""right"":0.0088623050000000000}"
1903,acc,"{""sec"":18,""usec"":485200,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1910,water,"{""sec"":18,""usec"":509628,""inlet_temp"":0,""outlet_temp"":0}"
1917,stroke/rear,"{""sec"":18,""usec"":509954,""right"":0,""left"":0}"
1933,ecu,"{""sec"":18,""usec"":510325,""ect"":2.8552246090000000,""tps"":0,""iap"":2.84179687500000,""gp"":1.2915039060000000}"
1936,rpm,"{""sec"":18,""usec"":511334,""rpm"":0}"
1946,rpm,"{""sec"":18,""usec"":559549,""rpm"":0}"
1970,stroke/front,"{""sec"":18,""usec"":583777,""left"":0.017724609000000000,""right"":0.0072509770000000000}"
2002,acc,"{""sec"":18,""usec"":585426,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2010,water,"{""sec"":18,""usec"":609673,""inlet_temp"":0,""outlet_temp"":0}"
2018,stroke/rear,"{""sec"":18,""usec"":609992,""right"":0,""left"":0}"
2030,ecu,"{""sec"":18,""usec"":610369,""ect"":2.86132812500000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2927246090000000}"
2036,rpm,"{""sec"":18,""usec"":611375,""rpm"":0}"
2045,rpm,"{""sec"":18,""usec"":659595,""rpm"":0}"
2070,stroke/front,"{""sec"":18,""usec"":683957,""left"":0.014501953000000000,""right"":0.0080566410000000000}"
2102,acc,"{""sec"":18,""usec"":685589,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2110,water,"{""sec"":18,""usec"":709716,""inlet_temp"":0,""outlet_temp"":0}"
2121,stroke/rear,"{""sec"":18,""usec"":710037,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2133,ecu,"{""sec"":18,""usec"":710945,""ect"":2.8564453120000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2939453120000000}"
2139,rpm,"{""sec"":18,""usec"":711956,""rpm"":0}"
2145,rpm,"{""sec"":18,""usec"":759641,""rpm"":0}"
2170,stroke/front,"{""sec"":18,""usec"":784144,""left"":0.017724609000000000,""right"":0.0128906250000000}"
2202,acc,"{""sec"":18,""usec"":785675,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2210,water,"{""sec"":18,""usec"":809765,""inlet_temp"":0,""outlet_temp"":0}"
2218,stroke/rear,"{""sec"":18,""usec"":810089,""right"":0,""left"":0}"
2232,ecu,"{""sec"":18,""usec"":810461,""ect"":2.8552246090000000,""tps"":0.0024414060000000000,""iap"":2.8405761720000000,""gp"":1.2915039060000000}"
2238,rpm,"{""sec"":18,""usec"":811774,""rpm"":0}"
2245,rpm,"{""sec"":18,""usec"":859689,""rpm"":0}"
2271,stroke/front,"{""sec"":18,""usec"":884324,""left"":0.016113281000000000,""right"":0.0096679690000000000}"
2302,acc,"{""sec"":18,""usec"":885973,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2310,water,"{""sec"":18,""usec"":909809,""inlet_temp"":0,""outlet_temp"":0}"
2318,stroke/rear,"{""sec"":18,""usec"":910132,""right"":0,""left"":0}"
2331,ecu,"{""sec"":18,""usec"":910514,""ect"":2.8576660160000000,""tps"":0,""iap"":2.8381347660000000,""gp"":1.2939453120000000}"
2337,rpm,"{""sec"":18,""usec"":911607,""rpm"":0}"
2345,rpm,"{""sec"":18,""usec"":959730,""rpm"":0}"
2371,stroke/front,"{""sec"":18,""usec"":984505,""left"":0.014501953000000000,""right"":0.0096679690000000000}"
2403,acc,"{""sec"":18,""usec"":986113,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2410,water,"{""sec"":19,""usec"":9854,""inlet_temp"":0,""outlet_temp"":0}"
2418,stroke/rear,"{""sec"":19,""usec"":10167,""right"":0,""left"":0}"
2431,ecu,"{""sec"":19,""usec"":10538,""ect"":2.8588867190000000,""tps"":0,""iap"":2.8393554690000000,""gp"":1.2915039060000000}"
2436,rpm,"{""sec"":19,""usec"":11613,""rpm"":0}"
2445,rpm,"{""sec"":19,""usec"":59775,""rpm"":0}"
2471,stroke/front,"{""sec"":19,""usec"":84690,""left"":0.014501953000000000,""right"":0.010473633000000000}"
2502,acc,"{""sec"":19,""usec"":86294,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2511,water,"{""sec"":19,""usec"":109897,""inlet_temp"":0,""outlet_temp"":0}"
2518,stroke/rear,"{""sec"":19,""usec"":110222,""right"":0,""left"":0}"
2531,ecu,"{""sec"":19,""usec"":110599,""ect"":2.8588867190000000,""tps"":0,""iap"":2.84179687500000,""gp"":1.2927246090000000}"
2537,rpm,"{""sec"":19,""usec"":111599,""rpm"":0}"
2545,rpm,"{""sec"":19,""usec"":159817,""rpm"":0}"
2571,stroke/front,"{""sec"":19,""usec"":184873,""left"":0.012084961000000000,""right"":0.0088623050000000000}"
2603,acc,"{""sec"":19,""usec"":186494,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2611,water,"{""sec"":19,""usec"":209940,""inlet_temp"":0,""outlet_temp"":0}"
2622,stroke/rear,"{""sec"":19,""usec"":210266,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2634,ecu,"{""sec"":19,""usec"":211190,""ect"":2.8564453120000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2915039060000000}"
2640,rpm,"{""sec"":19,""usec"":212218,""rpm"":0}"
2646,rpm,"{""sec"":19,""usec"":259863,""rpm"":0}"
2671,stroke/front,"{""sec"":19,""usec"":285058,""left"":0.015307617000000000,""right"":0.013696289000000000}"
2703,acc,"{""sec"":19,""usec"":286679,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2711,water,"{""sec"":19,""usec"":309986,""inlet_temp"":0,""outlet_temp"":0}"
2719,stroke/rear,"{""sec"":19,""usec"":310303,""right"":0,""left"":0}"
2732,ecu,"{""sec"":19,""usec"":310675,""ect"":2.8588867190000000,""tps"":0,""iap"":2.8405761720000000,""gp"":1.2915039060000000}"
2737,rpm,"{""sec"":19,""usec"":311723,""rpm"":0}"
2745,rpm,"{""sec"":19,""usec"":359907,""rpm"":0}"
2771,stroke/front,"{""sec"":19,""usec"":385241,""left"":0.015307617000000000,""right"":0.012084961000000000}"
