time,topic,payload
385,acc,"{""sec"":16,""usec"":781988,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
394,water,"{""sec"":16,""usec"":808965,""inlet_temp"":0,""outlet_temp"":0}"
401,stroke/rear,"{""sec"":16,""usec"":809283,""right"":0,""left"":0}"
415,ecu,"{""sec"":16,""usec"":809668,""ect"":1.9799804690000000,""tps"":1.2719726560000000,""iap"":1.69921875000000,""gp"":2.4011230470000000}"
421,rpm,"{""sec"":16,""usec"":810838,""rpm"":0}"
432,rpm,"{""sec"":16,""usec"":858884,""rpm"":0}"
455,stroke/front,"{""sec"":16,""usec"":880606,""left"":0.29567871100000000,""right"":0.16032714800000000}"
486,acc,"{""sec"":16,""usec"":882166,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
494,water,"{""sec"":16,""usec"":909004,""inlet_temp"":0,""outlet_temp"":0}"
505,stroke/rear,"{""sec"":16,""usec"":909327,""right"":3.2991943360000000,""left"":3.2991943360000000}"
519,ecu,"{""sec"":16,""usec"":910249,""ect"":1.9897460940000000,""tps"":1.3122558590000000,""iap"":1.5783691410000000,""gp"":2.4072265620000000}"
525,rpm,"{""sec"":16,""usec"":911469,""rpm"":0}"
532,rpm,"{""sec"":16,""usec"":958927,""rpm"":0}"
554,stroke/front,"{""sec"":16,""usec"":980789,""left"":0.29567871100000000,""right"":0.16677246100000000}"
586,acc,"{""sec"":16,""usec"":982338,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
594,water,"{""sec"":17,""usec"":9049,""inlet_temp"":0,""outlet_temp"":0}"
602,stroke/rear,"{""sec"":17,""usec"":9376,""right"":0,""left"":0}"
615,ecu,"{""sec"":17,""usec"":9755,""ect"":1.97265625000000,""tps"":1.3159179690000000,""iap"":1.5808105470000000,""gp"":2.3913574220000000}"
621,rpm,"{""sec"":17,""usec"":10931,""rpm"":0}"
631,rpm,"{""sec"":17,""usec"":58971,""rpm"":0}"
654,stroke/front,"{""sec"":17,""usec"":80974,""left"":0.29003906200000000,""right"":0.15629882800000000}"
686,acc,"{""sec"":17,""usec"":82510,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
694,water,"{""sec"":17,""usec"":109094,""inlet_temp"":0,""outlet_temp"":0}"
705,stroke/rear,"{""sec"":17,""usec"":109420,""right"":3.2991943360000000,""left"":3.2991943360000000}"
719,ecu,"{""sec"":17,""usec"":110326,""ect"":1.9812011720000000,""tps"":1.2829589840000000,""iap"":1.3635253910000000,""gp"":2.4035644530000000}"
725,rpm,"{""sec"":17,""usec"":111543,""rpm"":0}"
732,rpm,"{""sec"":17,""usec"":159016,""rpm"":0}"
754,stroke/front,"{""sec"":17,""usec"":181155,""left"":0.30051269500000000,""right"":0.16354980500000000}"
786,acc,"{""sec"":17,""usec"":182708,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
794,water,"{""sec"":17,""usec"":209138,""inlet_temp"":0,""outlet_temp"":0}"
805,stroke/rear,"{""sec"":17,""usec"":209460,""right"":3.2991943360000000,""left"":3.2991943360000000}"
819,ecu,"{""sec"":17,""usec"":210366,""ect"":1.98242187500000,""tps"":1.3122558590000000,""iap"":1.2194824220000000,""gp"":2.3937988280000000}"
825,rpm,"{""sec"":17,""usec"":211494,""rpm"":0}"
832,rpm,"{""sec"":17,""usec"":259061,""rpm"":0}"
855,stroke/front,"{""sec"":17,""usec"":281337,""left"":0.30292968800000000,""right"":0.17080078100000000}"
886,acc,"{""sec"":17,""usec"":282882,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
895,water,"{""sec"":17,""usec"":309183,""inlet_temp"":0,""outlet_temp"":0}"
905,stroke/rear,"{""sec"":17,""usec"":309507,""right"":3.2991943360000000,""left"":3.2991943360000000}"
919,ecu,"{""sec"":17,""usec"":310414,""ect"":1.9787597660000000,""tps"":1.30859375000000,""iap"":1.2036132810000000,""gp"":2.3962402340000000}"
925,rpm,"{""sec"":17,""usec"":311536,""rpm"":0}"
932,rpm,"{""sec"":17,""usec"":359108,""rpm"":0}"
955,stroke/front,"{""sec"":17,""usec"":381523,""left"":0.29809570300000000,""right"":0.16274414100000000}"
987,acc,"{""sec"":17,""usec"":383080,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
995,water,"{""sec"":17,""usec"":409233,""inlet_temp"":0,""outlet_temp"":0}"
1005,stroke/rear,"{""sec"":17,""usec"":409554,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1020,ecu,"{""sec"":17,""usec"":410470,""ect"":1.9653320310000000,""tps"":1.3098144530000000,""iap"":1.4025878910000000,""gp"":2.3901367190000000}"
1025,rpm,"{""sec"":17,""usec"":411679,""rpm"":0}"
1032,rpm,"{""sec"":17,""usec"":459155,""rpm"":0}"
1055,stroke/front,"{""sec"":17,""usec"":481705,""left"":0.29245605500000000,""right"":0.16113281200000000}"
1087,acc,"{""sec"":17,""usec"":483255,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1095,water,"{""sec"":17,""usec"":509276,""inlet_temp"":0,""outlet_temp"":0}"
1102,stroke/rear,"{""sec"":17,""usec"":509597,""right"":0,""left"":0}"
1116,ecu,"{""sec"":17,""usec"":509974,""ect"":1.9775390620000000,""tps"":1.30859375000000,""iap"":1.6418457030000000,""gp"":2.42187500000000}"
1122,rpm,"{""sec"":17,""usec"":511071,""rpm"":0}"
1132,rpm,"{""sec"":17,""usec"":559197,""rpm"":0}"
1155,stroke/front,"{""sec"":17,""usec"":581886,""left"":0.29729003900000000,""right"":0.16435546900000000}"
1187,acc,"{""sec"":17,""usec"":583446,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1195,water,"{""sec"":17,""usec"":609318,""inlet_temp"":0,""outlet_temp"":0}"
1203,stroke/rear,"{""sec"":17,""usec"":609641,""right"":0,""left"":0}"
1217,ecu,"{""sec"":17,""usec"":610019,""ect"":1.9787597660000000,""tps"":1.3110351560000000,""iap"":1.7407226560000000,""gp"":2.3974609380000000}"
1223,rpm,"{""sec"":17,""usec"":611279,""rpm"":0}"
1232,rpm,"{""sec"":17,""usec"":659241,""rpm"":0}"
1255,stroke/front,"{""sec"":17,""usec"":682069,""left"":0.29567871100000000,""right"":0.16274414100000000}"
1287,acc,"{""sec"":17,""usec"":683623,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1295,water,"{""sec"":17,""usec"":709360,""inlet_temp"":0,""outlet_temp"":0}"
1303,stroke/rear,"{""sec"":17,""usec"":709687,""right"":0,""left"":0}"
1317,ecu,"{""sec"":17,""usec"":710060,""ect"":1.9799804690000000,""tps"":1.3110351560000000,""iap"":1.5795898440000000,""gp"":2.3486328120000000}"
1323,rpm,"{""sec"":17,""usec"":711305,""rpm"":0}"
1332,rpm,"{""sec"":17,""usec"":759282,""rpm"":0}"
1356,stroke/front,"{""sec"":17,""usec"":782254,""left"":0.29729003900000000,""right"":0.16677246100000000}"
1387,acc,"{""sec"":17,""usec"":783791,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1395,water,"{""sec"":17,""usec"":809404,""inlet_temp"":0,""outlet_temp"":0}"
1404,stroke/rear,"{""sec"":17,""usec"":809729,""right"":0,""left"":0}"
1417,ecu,"{""sec"":17,""usec"":810115,""ect"":1.9763183590000000,""tps"":1.3122558590000000,""iap"":1.5759277340000000,""gp"":2.4047851560000000}"
1424,rpm,"{""sec"":17,""usec"":811359,""rpm"":0}"
1432,rpm,"{""sec"":17,""usec"":859324,""rpm"":0}"
1457,stroke/front,"{""sec"":17,""usec"":882439,""left"":0.29809570300000000,""right"":0.16918945300000000}"
1488,acc,"{""sec"":17,""usec"":883972,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1496,water,"{""sec"":17,""usec"":909446,""inlet_temp"":0,""outlet_temp"":0}"
1503,stroke/rear,"{""sec"":17,""usec"":909772,""right"":0,""left"":0}"
1517,ecu,"{""sec"":17,""usec"":910155,""ect"":1.9799804690000000,""tps"":1.3110351560000000,""iap"":1.7468261720000000,""gp"":2.3986816410000000}"
1523,rpm,"{""sec"":17,""usec"":911410,""rpm"":0}"
1532,rpm,"{""sec"":17,""usec"":959367,""rpm"":0}"
1556,stroke/front,"{""sec"":17,""usec"":982617,""left"":0.29809570300000000,""right"":0.16113281200000000}"
1588,acc,"{""sec"":17,""usec"":984165,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1596,water,"{""sec"":18,""usec"":9491,""inlet_temp"":0,""outlet_temp"":0}"
1606,stroke/rear,"{""sec"":18,""usec"":9813,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1620,ecu,"{""sec"":18,""usec"":10712,""ect"":1.9775390620000000,""tps"":1.3159179690000000,""iap"":1.5588378910000000,""gp"":2.3974609380000000}"
1626,rpm,"{""sec"":18,""usec"":11931,""rpm"":0}"
1632,rpm,"{""sec"":18,""usec"":59413,""rpm"":0}"
1656,stroke/front,"{""sec"":18,""usec"":82807,""left"":0.29165039100000000,""right"":0.154687500000000}"
1687,acc,"{""sec"":18,""usec"":84261,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1696,water,"{""sec"":18,""usec"":109534,""inlet_temp"":0,""outlet_temp"":0}"
1703,stroke/rear,"{""sec"":18,""usec"":109857,""right"":0,""left"":0}"
1717,ecu,"{""sec"":18,""usec"":110231,""ect"":1.9787597660000000,""tps"":1.3061523440000000,""iap"":1.4868164060000000,""gp"":2.4047851560000000}"
1723,rpm,"{""sec"":18,""usec"":111478,""rpm"":0}"
1732,rpm,"{""sec"":18,""usec"":159458,""rpm"":0}"
1756,stroke/front,"{""sec"":18,""usec"":182991,""left"":0.30373535200000000,""right"":0.16354980500000000}"
1788,acc,"{""sec"":18,""usec"":184551,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1796,water,"{""sec"":18,""usec"":209578,""inlet_temp"":0,""outlet_temp"":0}"
1804,stroke/rear,"{""sec"":18,""usec"":209899,""right"":0,""left"":0}"
1818,ecu,"{""sec"":18,""usec"":210283,""ect"":1.9799804690000000,""tps"":1.3098144530000000,""iap"":1.3745117190000000,""gp"":2.3962402340000000}"
1824,rpm,"{""sec"":18,""usec"":211522,""rpm"":0}"
1832,rpm,"{""sec"":18,""usec"":259500,""rpm"":0}"
1856,stroke/front,"{""sec"":18,""usec"":283171,""left"":0.30615234400000000,""right"":0.17241210900000000}"
1888,acc,"{""sec"":18,""usec"":284720,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1896,water,"{""sec"":18,""usec"":309622,""inlet_temp"":0,""outlet_temp"":0}"
1907,stroke/rear,"{""sec"":18,""usec"":309948,""right"":3.2991943360000000,""left"":3.2991943360000000}"
1921,ecu,"{""sec"":18,""usec"":310856,""ect"":1.9763183590000000,""tps"":1.3098144530000000,""iap"":1.36718750000000,""gp"":2.40234375000000}"
1927,rpm,"{""sec"":18,""usec"":311907,""rpm"":0}"
1932,rpm,"{""sec"":18,""usec"":359544,""rpm"":0}"
1957,stroke/front,"{""sec"":18,""usec"":383353,""left"":0.29809570300000000,""right"":0.16999511700000000}"
1988,acc,"{""sec"":18,""usec"":384895,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
1996,water,"{""sec"":18,""usec"":409665,""inlet_temp"":0,""outlet_temp"":0}"
2004,stroke/rear,"{""sec"":18,""usec"":409986,""right"":0,""left"":0}"
2018,ecu,"{""sec"":18,""usec"":410365,""ect"":1.9750976560000000,""tps"":1.3146972660000000,""iap"":1.3928222660000000,""gp"":2.4230957030000000}"
2024,rpm,"{""sec"":18,""usec"":411605,""rpm"":0}"
2032,rpm,"{""sec"":18,""usec"":459587,""rpm"":0}"
2057,stroke/front,"{""sec"":18,""usec"":483531,""left"":0.29729003900000000,""right"":0.16596679700000000}"
2089,acc,"{""sec"":18,""usec"":485077,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2097,water,"{""sec"":18,""usec"":509710,""inlet_temp"":0,""outlet_temp"":0}"
2107,stroke/rear,"{""sec"":18,""usec"":510030,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2122,ecu,"{""sec"":18,""usec"":510940,""ect"":1.9787597660000000,""tps"":1.3146972660000000,""iap"":1.4685058590000000,""gp"":2.3962402340000000}"
2127,rpm,"{""sec"":18,""usec"":512146,""rpm"":0}"
2133,rpm,"{""sec"":18,""usec"":559631,""rpm"":0}"
2157,stroke/front,"{""sec"":18,""usec"":583720,""left"":0.29245605500000000,""right"":0.16274414100000000}"
2189,acc,"{""sec"":18,""usec"":585297,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2197,water,"{""sec"":18,""usec"":609754,""inlet_temp"":0,""outlet_temp"":0}"
2207,stroke/rear,"{""sec"":18,""usec"":610076,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2222,ecu,"{""sec"":18,""usec"":610985,""ect"":1.9787597660000000,""tps"":1.3073730470000000,""iap"":1.5270996090000000,""gp"":2.3889160160000000}"
2228,rpm,"{""sec"":18,""usec"":612194,""rpm"":0}"
2233,rpm,"{""sec"":18,""usec"":659677,""rpm"":0}"
2257,stroke/front,"{""sec"":18,""usec"":683900,""left"":0.29729003900000000,""right"":0.16516113300000000}"
2289,acc,"{""sec"":18,""usec"":685471,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2297,water,"{""sec"":18,""usec"":709800,""inlet_temp"":0,""outlet_temp"":0}"
2308,stroke/rear,"{""sec"":18,""usec"":710118,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2322,ecu,"{""sec"":18,""usec"":711039,""ect"":1.9775390620000000,""tps"":1.3110351560000000,""iap"":1.5942382810000000,""gp"":2.3950195310000000}"
2328,rpm,"{""sec"":18,""usec"":712243,""rpm"":0}"
2334,rpm,"{""sec"":18,""usec"":759721,""rpm"":0}"
2358,stroke/front,"{""sec"":18,""usec"":784085,""left"":0.29326171900000000,""right"":0.16274414100000000}"
2389,acc,"{""sec"":18,""usec"":785655,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2397,water,"{""sec"":18,""usec"":809845,""inlet_temp"":0,""outlet_temp"":0}"
2405,stroke/rear,"{""sec"":18,""usec"":810163,""right"":0,""left"":0}"
2419,ecu,"{""sec"":18,""usec"":810536,""ect"":1.9970703120000000,""tps"":1.3073730470000000,""iap"":1.6381835940000000,""gp"":2.3767089840000000}"
2425,rpm,"{""sec"":18,""usec"":811784,""rpm"":0}"
2432,rpm,"{""sec"":18,""usec"":859767,""rpm"":0}"
2457,stroke/front,"{""sec"":18,""usec"":884269,""left"":0.29729003900000000,""right"":0.167578125000000}"
2489,acc,"{""sec"":18,""usec"":885713,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2497,water,"{""sec"":18,""usec"":909890,""inlet_temp"":0,""outlet_temp"":0}"
2508,stroke/rear,"{""sec"":18,""usec"":910207,""right"":3.2991943360000000,""left"":3.2991943360000000}"
2522,ecu,"{""sec"":18,""usec"":911125,""ect"":1.9812011720000000,""tps"":1.3110351560000000,""iap"":1.5612792970000000,""gp"":2.3950195310000000}"
2528,rpm,"{""sec"":18,""usec"":912316,""rpm"":0}"
2534,rpm,"{""sec"":18,""usec"":959812,""rpm"":0}"
2558,stroke/front,"{""sec"":18,""usec"":984450,""left"":0.29406738300000000,""right"":0.16677246100000000}"
2589,acc,"{""sec"":18,""usec"":985999,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2597,water,"{""sec"":19,""usec"":9935,""inlet_temp"":0,""outlet_temp"":0}"
2605,stroke/rear,"{""sec"":19,""usec"":10256,""right"":0,""left"":0}"
2619,ecu,"{""sec"":19,""usec"":10631,""ect"":1.9799804690000000,""tps"":1.3195800780000000,""iap"":1.6333007810000000,""gp"":2.4011230470000000}"
2625,rpm,"{""sec"":19,""usec"":11896,""rpm"":0}"
2632,rpm,"{""sec"":19,""usec"":59856,""rpm"":0}"
2658,stroke/front,"{""sec"":19,""usec"":84635,""left"":0.29809570300000000,""right"":0.16516113300000000}"
2689,acc,"{""sec"":19,""usec"":86164,""ax"":7052,""ay"":8196,""az"":-26712,""gx"":7052,""gy"":8196,""gz"":-26712,""mx"":7052,""my"":8196,""mz"":-26712,""h"":7052,""r"":8196,""p"":-26712,""qw"":7052,""qx"":8196,""qy"":-26712,""qz"":8192,""lx"":7052,""ly"":8196,""lz"":-26712,""x"":7052,""y"":8196,""z"":-26712,""ss"":0,""sg"":0,""sa"":0,""sm"":0}"
2698,water,"{""sec"":19,""usec"":109978,""inlet_temp"":0,""outlet_temp"":0}"
